t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,path_dist_m,path_remaining_m,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.03300000000000003,33.069976852808445,-93.27597828262311,-0.7207003033681343,0.008346878221066582,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871006193149867,0.0015573461991253978,0.12816395046,5.0,34.04826299811248,True,True
0.08800000000000002,33.07000552322612,-93.27600462799451,-0.7207003676079373,5.780040154362998e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871305929085323,0.001557649567259567,0.12153407445,5.0,38.309215000481345,True,True
0.135,33.07000879008345,-93.2760074813644,-0.7207001369708368,5.6892108465833534e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6870916066646193,0.0015573080523925142,0.11625311069,5.0,35.82545399694936,True,True
0.183,33.06998777114576,-93.2759889118788,-0.720700121972043,0.0010129913024927864,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.687089548015697,0.0015574831699622926,0.11191250447,5.0,33.752060000551865,True,True
0.23400000000000004,33.0699851169395,-93.27598655219037,-0.7207001228863582,0.0009448200596765544,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871177428312272,0.0015574311298474086,0.10837464013,5.0,34.695582995482255,True,True
0.284,33.06998320941463,-93.27598486081148,-0.720700106639929,0.0009298108245351972,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871196819863077,0.0015574690854833761,0.10551151755,5.0,34.32139300275594,True,True
0.335,33.06997825986823,-93.27598048453186,-0.7207001239939532,0.0009005974295378591,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871250254846346,0.0015574732454295415,0.10318760925,5.0,36.03882199968211,True,True
0.38300000000000006,33.06997523211844,-93.27597781074549,-0.7207001353474508,0.000886384432441222,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871284126772927,0.001557470193078725,0.1013015582,5.0,34.11062999657588,True,True
0.434,33.06996810396999,-93.27597152060167,-0.7207001458802772,0.0008587234153894788,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871365754647654,0.0015574843451693354,0.099771471338,5.0,34.63570099847857,True,True
0.48400000000000004,33.06996401633149,-93.27596791568193,-0.7207001508421719,0.0008452665012587842,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871413343170671,0.0015574920794025893,0.098530081948,5.0,34.94812500139233,True,True
0.5349999999999999,33.06995482525486,-93.27595981371118,-0.7207001629927802,0.0008190783651629934,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871465339348468,0.0015574970412970401,0.097523173673,5.0,35.49499599466799,True,True
0.585,33.06994973404679,-93.27595532737345,-0.7207001690831665,0.0008063387850467438,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871582238012333,0.0015575091919055595,0.096706655446,5.0,35.88998500345042,True,True
0.6360000000000001,33.07089582241853,-93.27678763771125,-0.7206907381773718,0.0888454468030653,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,-1.6871646985230975,0.0015575152822919769,0.096044397451,5.0,36.14720499899704,True,True
