x,y,yaw,aux1,aux2
157.496278, -82.538399, 0.730686, 2.501153, 3.358432
157.581423, -82.461887, 0.732784, 2.494062, 3.357510
157.666113, -82.385536, 0.734619, 2.489561, 3.355452
157.750614, -82.309115, 0.735911, 2.484311, 3.351885
157.834935, -82.232642, 0.737375, 2.479269, 3.349503
157.919219, -82.155964, 0.739081, 2.477153, 3.352249
158.003069, -82.079424, 0.741980, 2.475583, 3.326028
158.086492, -82.003183, 0.743181, 2.463684, 3.344502
158.170320, -81.926152, 0.744034, 2.462656, 3.347953
158.254094, -81.848874, 0.746381, 2.461238, 3.352961
158.337791, -81.771279, 0.748686, 2.460375, 3.358689
158.421472, -81.693414, 0.750003, 2.460213, 3.362774
158.505077, -81.615455, 0.750883, 2.458484, 3.363283
158.588673, -81.537377, 0.751643, 2.459869, 3.367470
158.671914, -81.459401, 0.751041, 2.446817, 3.366972
158.755634, -81.381110, 0.751809, 2.461959, 3.371251
158.839049, -81.302764, 0.753114, 2.429985, 3.334617
158.922833, -81.224658, 0.755188, 2.456982, 3.375310
159.006496, -81.145887, 0.756262, 2.459840, 3.381550
159.090495, -81.066604, 0.756890, 2.465656, 3.395949
159.173873, -80.987804, 0.757307, 2.449574, 3.371762
159.257129, -80.909082, 0.757512, 2.450827, 3.373309
159.340408, -80.830304, 0.757766, 2.451529, 3.375079
159.423717, -80.751453, 0.758051, 2.452670, 3.377516
159.507076, -80.672512, 0.758319, 2.455524, 3.382167
159.590641, -80.593327, 0.758684, 2.459340, 3.389123
159.674521, -80.513866, 0.759135, 2.475703, 3.416453
159.757976, -80.434460, 0.760704, 2.453876, 3.387995
159.841220, -80.354925, 0.763178, 2.454040, 3.414992
159.924472, -80.275246, 0.764824, 2.440370, 3.382875
160.007311, -80.195668, 0.765953, 2.434720, 3.377671
160.089920, -80.116144, 0.766933, 2.428295, 3.372771
160.172381, -80.036575, 0.768257, 2.425618, 3.373654
160.254749, -79.956855, 0.769957, 2.420315, 3.371900
160.336604, -79.877624, 0.773287, 2.389382, 3.319390
160.418183, -79.798119, 0.773539, 2.406477, 3.363187
160.500076, -79.718116, 0.774894, 2.404724, 3.366611
160.581856, -79.637809, 0.777859, 2.402817, 3.372740
160.663573, -79.557209, 0.778794, 2.403412, 3.376918
160.745362, -79.476504, 0.778433, 2.405936, 3.379245
160.827140, -79.395879, 0.778484, 2.404782, 3.378763
160.908880, -79.315376, 0.779035, 2.390621, 3.343410
160.990429, -79.234547, 0.778280, 2.409655, 3.382910
161.072296, -79.153601, 0.780190, 2.408378, 3.388159
161.153998, -79.073135, 0.782094, 2.416626, 3.390033
161.235750, -78.991836, 0.783416, 2.403618, 3.392098
161.317553, -78.910154, 0.784616, 2.410242, 3.427278
161.399565, -78.828391, 0.785459, 2.397539, 3.396958
161.480897, -78.746953, 0.786019, 2.395013, 3.387682
161.562227, -78.665471, 0.786741, 2.393561, 3.389637
161.643543, -78.583873, 0.787507, 2.393237, 3.391769
161.724854, -78.502155, 0.788269, 2.393358, 3.394501
161.806281, -78.420204, 0.788961, 2.396710, 3.402059
161.887780, -78.338074, 0.789534, 2.398198, 3.406146
161.969482, -78.255612, 0.790907, 2.391749, 3.397207
162.050639, -78.173358, 0.793084, 2.385998, 3.399683
162.131809, -78.090680, 0.795461, 2.375512, 3.396741
162.212490, -78.008204, 0.797322, 2.372273, 3.395448
162.292992, -77.925661, 0.798603, 2.366299, 3.391766
162.373294, -77.843097, 0.800014, 2.360448, 3.388329
162.453498, -77.760385, 0.801639, 2.358014, 3.390689
162.533554, -77.677530, 0.803573, 2.352951, 3.390168
162.612820, -77.595507, 0.807122, 2.325238, 3.352487
162.692283, -77.512630, 0.806776, 2.338867, 3.381112
162.771836, -77.429458, 0.809298, 2.335219, 3.385084
162.851225, -77.345933, 0.811859, 2.333986, 3.391589
162.930626, -77.262215, 0.811360, 2.336548, 3.393551
163.010163, -77.178484, 0.811235, 2.337291, 3.395341
163.089576, -77.094736, 0.812698, 2.334988, 3.395922
163.168619, -77.011097, 0.812213, 2.334077, 3.399557
163.248078, -76.927181, 0.813369, 2.334970, 3.399147
163.327079, -76.843328, 0.815133, 2.328028, 3.377984
163.406533, -76.759310, 0.817268, 2.329335, 3.402979
163.485795, -76.674833, 0.818221, 2.329635, 3.408370
163.565127, -76.589852, 0.819721, 2.342795, 3.429922
163.644348, -76.505038, 0.820192, 2.317763, 3.395556
163.723168, -76.420541, 0.820359, 2.319292, 3.401326
163.801957, -76.336007, 0.820784, 2.318258, 3.401205
163.880700, -76.251433, 0.821418, 2.316729, 3.401274
163.959390, -76.166794, 0.822221, 2.315354, 3.402114
164.038148, -76.081944, 0.823011, 2.317553, 3.408425
164.117176, -75.996698, 0.824161, 2.324161, 3.423822
164.195625, -75.911702, 0.825932, 2.308107, 3.403855
164.273938, -75.826405, 0.828403, 2.317293, 3.432713
164.352134, -75.741184, 0.829877, 2.293533, 3.398782
164.430013, -75.656014, 0.830252, 2.290655, 3.394473
164.507779, -75.570941, 0.830236, 2.287737, 3.390649
164.585477, -75.485947, 0.830161, 2.288035, 3.390882
164.663254, -75.400885, 0.830059, 2.288804, 3.391662
164.740740, -75.315935, 0.830212, 2.255130, 3.354502
164.817840, -75.231726, 0.833602, 2.268621, 3.374730
164.895038, -75.146570, 0.836208, 2.265475, 3.380213
164.972015, -75.061075, 0.840032, 2.259860, 3.385135
165.048860, -74.975169, 0.842388, 2.258662, 3.392127
165.125621, -74.888933, 0.844548, 2.255818, 3.396321
165.202280, -74.802437, 0.846733, 2.251244, 3.397959
165.278563, -74.716156, 0.848301, 2.229684, 3.384173
165.354791, -74.629202, 0.849872, 2.243071, 3.400188
165.431002, -74.542076, 0.853083, 2.239615, 3.406172
165.506985, -74.455313, 0.856605, 2.226790, 3.407049
165.582773, -74.367639, 0.859235, 2.227288, 3.410445
165.658483, -74.279694, 0.861956, 2.220985, 3.414039
165.734139, -74.191134, 0.864412, 2.231724, 3.430838
165.809571, -74.102681, 0.865962, 2.208497, 3.408063
165.884545, -74.014426, 0.867145, 2.205412, 3.408523
165.959428, -73.926091, 0.868064, 2.203091, 3.408613
166.034250, -73.837684, 0.868748, 2.201874, 3.409534
166.109054, -73.749193, 0.869255, 2.201873, 3.411587
166.183980, -73.660504, 0.869842, 2.228227, 3.435019
166.258915, -73.571505, 0.871858, 2.195111, 3.409359
166.333278, -73.482735, 0.874885, 2.183351, 3.406464
166.407576, -73.393508, 0.877427, 2.175933, 3.407765
166.481360, -73.304531, 0.879778, 2.166368, 3.400921
166.554907, -73.215490, 0.880846, 2.162950, 3.397716
166.628325, -73.126466, 0.881357, 2.160778, 3.396913
166.701785, -73.037333, 0.881542, 2.161478, 3.397800
166.775236, -72.948214, 0.881423, 2.161634, 3.398356
166.848332, -72.859337, 0.882712, 2.141371, 3.348526
166.921114, -72.771119, 0.887055, 2.138011, 3.386385
166.993809, -72.681649, 0.890391, 2.134621, 3.392418
167.066392, -72.591777, 0.892621, 2.132797, 3.398752
167.138874, -72.501621, 0.894650, 2.130003, 3.403018
167.211263, -72.411210, 0.896660, 2.127230, 3.407157
167.283552, -72.320546, 0.898751, 2.123575, 3.409867
167.355403, -72.230051, 0.899294, 2.126193, 3.409492
167.427377, -72.139171, 0.902235, 2.114565, 3.411384
167.498884, -72.048240, 0.904493, 2.101115, 3.387430
167.570637, -71.957118, 0.908165, 2.100506, 3.413370
167.642057, -71.865466, 0.910488, 2.096973, 3.417703
167.713271, -71.773597, 0.913354, 2.089912, 3.421797
167.784710, -71.680729, 0.915564, 2.097444, 3.445129
167.855437, -71.588578, 0.917124, 2.076570, 3.414515
167.925920, -71.496439, 0.918385, 2.072904, 3.414296
167.996293, -71.404228, 0.919398, 2.070085, 3.414185
168.066591, -71.311943, 0.920202, 2.068476, 3.415183
168.136857, -71.219560, 0.920858, 2.068131, 3.417597
168.207350, -71.126805, 0.921758, 2.073715, 3.434158
168.277394, -71.034215, 0.923847, 2.059726, 3.417067
168.347203, -70.941513, 0.926812, 2.050927, 3.416009
168.416968, -70.848336, 0.928981, 2.037329, 3.406585
168.486300, -70.755355, 0.931216, 2.036318, 3.412633
168.555445, -70.662304, 0.932182, 2.033820, 3.411697
168.624548, -70.569154, 0.932847, 2.034191, 3.415159
168.693654, -70.475890, 0.933260, 2.033357, 3.415310
168.762752, -70.382585, 0.933438, 2.033680, 3.416956
168.831235, -70.290202, 0.934885, 2.013097, 3.371173
168.899923, -70.197122, 0.939707, 2.012479, 3.410202
168.968331, -70.103269, 0.941527, 2.011734, 3.416651
169.036777, -70.009229, 0.941633, 2.013379, 3.421471
169.105174, -69.915063, 0.944005, 2.008686, 3.424402
169.173384, -69.820533, 0.947750, 2.001739, 3.430321
169.241266, -69.725957, 0.950012, 1.989080, 3.430162
169.309195, -69.630814, 0.950849, 1.996758, 3.438760
169.376964, -69.535431, 0.953890, 1.992922, 3.444224
169.444490, -69.440295, 0.957454, 2.007825, 3.444228
169.512024, -69.344257, 0.960349, 1.981617, 3.455781
169.579405, -69.247786, 0.962906, 1.977758, 3.462964
169.646553, -69.150950, 0.966015, 1.972022, 3.479991
169.713999, -69.053122, 0.968120, 1.963392, 3.463397
169.780631, -68.956058, 0.970262, 1.959192, 3.467253
169.847133, -68.858754, 0.972203, 1.955599, 3.470569
169.913523, -68.761233, 0.973920, 1.952688, 3.474136
169.979831, -68.663495, 0.975443, 1.950755, 3.478536
170.046092, -68.565521, 0.976819, 1.949859, 3.484045
170.112449, -68.467079, 0.979043, 1.945605, 3.482858
170.178324, -68.368694, 0.982330, 1.933730, 3.484551
170.243886, -68.269943, 0.985906, 1.923125, 3.516645
170.309381, -68.170821, 0.988617, 1.917544, 3.488807
170.374490, -68.071708, 0.990657, 1.913671, 3.490276
170.439453, -67.972468, 0.991731, 1.911053, 3.491965
170.504396, -67.873045, 0.992595, 1.912139, 3.498328
170.569368, -67.773402, 0.993313, 1.911834, 3.501295
170.634138, -67.674055, 0.993519, 1.857889, 3.437769
170.698199, -67.574896, 0.994052, 1.910164, 3.500796
170.763042, -67.474941, 0.996825, 1.903767, 3.505635
170.827663, -67.374639, 1.000265, 1.896071, 3.510351
170.892025, -67.273958, 1.003744, 1.888429, 3.515352
170.956146, -67.172916, 1.006860, 1.882363, 3.520865
171.020020, -67.071892, 1.009398, 1.867148, 3.504630
171.083713, -66.970359, 1.009946, 1.874610, 3.526013
171.147374, -66.868638, 1.012363, 1.871165, 3.531545
171.210670, -66.766830, 1.014070, 1.850347, 3.500007
171.274131, -66.664995, 1.018255, 1.853595, 3.533067
171.337141, -66.562511, 1.021385, 1.849461, 3.541119
171.400000, -66.459732, 1.024216, 1.871206, 3.563073
171.462925, -66.355961, 1.027921, 1.828649, 3.538246
171.524814, -66.252958, 1.031400, 1.817281, 3.538253
171.586416, -66.149671, 1.034534, 1.809160, 3.540955
171.647761, -66.046119, 1.037316, 1.802286, 3.544068
171.708897, -65.942304, 1.039787, 1.796708, 3.548008
171.769855, -65.838222, 1.042272, 1.790647, 3.552091
171.830704, -65.733623, 1.045716, 1.780606, 3.547011
171.891010, -65.629041, 1.049705, 1.768567, 3.553717
171.950936, -65.524139, 1.053714, 1.758802, 3.557846
172.010721, -65.418542, 1.057090, 1.747489, 3.561771
172.069992, -65.313156, 1.060148, 1.739932, 3.561430
172.129066, -65.207517, 1.061691, 1.736883, 3.562768
172.188042, -65.101722, 1.062791, 1.736351, 3.568559
172.247006, -64.995686, 1.063755, 1.734218, 3.570559
172.305373, -64.889978, 1.063216, 1.679987, 3.526652
172.363847, -64.784398, 1.065652, 1.721803, 3.560695
172.422353, -64.678166, 1.069014, 1.717054, 3.569134
172.480638, -64.571572, 1.071756, 1.710851, 3.574035
172.538718, -64.464689, 1.074305, 1.705033, 3.578692
172.596601, -64.357522, 1.076827, 1.699186, 3.583194
172.654082, -64.250602, 1.078398, 1.676291, 3.575807
172.711590, -64.143094, 1.078873, 1.692624, 3.585771
172.769074, -64.035455, 1.080433, 1.691198, 3.589957
172.826463, -63.927707, 1.081003, 1.654253, 3.563316
172.883873, -63.820273, 1.083748, 1.677608, 3.594381
172.941106, -63.712138, 1.084548, 1.682729, 3.600458
172.998622, -63.603517, 1.085910, 1.678175, 3.615467
173.055572, -63.495060, 1.087915, 1.667061, 3.592220
173.112154, -63.386870, 1.089888, 1.662726, 3.594464
173.168565, -63.278515, 1.091631, 1.658101, 3.596408
173.224833, -63.170005, 1.093155, 1.654336, 3.598796
173.280990, -63.061331, 1.094490, 1.651502, 3.601920
173.337086, -62.952437, 1.095751, 1.651469, 3.610170
173.393192, -62.843038, 1.098033, 1.642510, 3.600137
173.448784, -62.733940, 1.100925, 1.630850, 3.603006
173.504048, -62.624682, 1.103962, 1.622217, 3.604318
173.559209, -62.514800, 1.106438, 1.620962, 3.618405
173.613952, -62.405325, 1.108124, 1.607123, 3.602007
173.668569, -62.295829, 1.108168, 1.607265, 3.599721
173.723175, -62.186418, 1.107603, 1.607918, 3.598380
173.777788, -62.077337, 1.106271, 1.592481, 3.581433
173.831994, -61.968395, 1.104953, 1.611319, 3.585203
173.886641, -61.859287, 1.107621, 1.605022, 3.591669
173.941161, -61.749866, 1.109885, 1.600179, 3.597404
173.995550, -61.640187, 1.110872, 1.598674, 3.600825
174.049912, -61.530356, 1.111434, 1.598602, 3.604880
174.104242, -61.420454, 1.111917, 1.597360, 3.605653
174.158214, -61.310849, 1.111322, 1.573790, 3.605193
174.212489, -61.200783, 1.112114, 1.597384, 3.609383
174.266761, -61.090552, 1.113171, 1.596387, 3.614233
174.320860, -60.980381, 1.113807, 1.564984, 3.578918
174.375189, -60.870251, 1.116678, 1.585827, 3.618184
174.429491, -60.759437, 1.117270, 1.601756, 3.649526
174.483466, -60.648342, 1.118457, 1.575176, 3.610106
174.536984, -60.537903, 1.120597, 1.571888, 3.613629
174.590312, -60.427249, 1.122735, 1.566855, 3.616863
174.643466, -60.316385, 1.124671, 1.562074, 3.620373
174.696470, -60.205307, 1.126433, 1.558053, 3.624428
174.749348, -60.094008, 1.128115, 1.554272, 3.628829
174.802301, -59.982232, 1.130035, 1.579498, 3.669283
174.854836, -59.870255, 1.132768, 1.541347, 3.631698
174.906988, -59.758408, 1.135868, 1.529937, 3.631214
174.958786, -59.646399, 1.139300, 1.519477, 3.633070
175.010408, -59.533792, 1.141923, 1.505201, 3.627057
175.061623, -59.421553, 1.143743, 1.503617, 3.631472
175.112697, -59.309288, 1.143937, 1.502763, 3.629086
175.163764, -59.197342, 1.143586, 1.492934, 3.593739
175.214247, -59.085574, 1.141563, 1.503030, 3.607767
175.265243, -58.973717, 1.144094, 1.498184, 3.618134
175.316102, -58.861558, 1.146725, 1.491049, 3.622612
175.366759, -58.749138, 1.148325, 1.487670, 3.626883
175.417294, -58.636548, 1.149429, 1.484858, 3.629705
175.467756, -58.523813, 1.150395, 1.482973, 3.632953
175.518093, -58.411114, 1.151321, 1.488281, 3.613971
175.568028, -58.298588, 1.150539, 1.487390, 3.632968
175.618351, -58.185707, 1.152008, 1.478605, 3.636314
175.668568, -58.072615, 1.152584, 1.478482, 3.639722
175.718642, -57.959878, 1.154255, 1.491497, 3.631069
175.769114, -57.846508, 1.156368, 1.477678, 3.662826
175.818912, -57.732869, 1.157742, 1.456529, 3.630463
175.868418, -57.619651, 1.159004, 1.455531, 3.635203
175.917808, -57.506386, 1.160231, 1.452414, 3.639208
175.967125, -57.392903, 1.161425, 1.450521, 3.644377
176.016381, -57.279197, 1.162625, 1.448563, 3.649816
176.065571, -57.165256, 1.163878, 1.446669, 3.655388
176.114742, -57.050969, 1.165127, 1.446220, 3.664881
176.163974, -56.936175, 1.166178, 1.444469, 3.662399
176.212845, -56.821784, 1.167564, 1.439001, 3.664273
176.261613, -56.707142, 1.168928, 1.436738, 3.667991
176.310273, -56.592065, 1.170565, 1.437181, 3.690882
176.358808, -56.477216, 1.172276, 1.423823, 3.670162
176.407173, -56.362201, 1.174052, 1.418427, 3.674214
176.455256, -56.247386, 1.176106, 1.385312, 3.640199
176.502560, -56.132408, 1.178740, 1.436609, 3.668076
176.550432, -56.016852, 1.180006, 1.401397, 3.679008
176.598024, -55.901055, 1.181722, 1.396913, 3.682819
176.645472, -55.785060, 1.183299, 1.392701, 3.686278
176.692784, -55.668894, 1.184765, 1.388046, 3.687290
176.739900, -55.552733, 1.186137, 1.384237, 3.689567
176.786906, -55.436403, 1.187427, 1.381093, 3.692947
176.833200, -55.320477, 1.189360, 1.351347, 3.689317
176.879739, -55.203857, 1.191441, 1.368871, 3.694553
176.926228, -55.087015, 1.192776, 1.365136, 3.698925
176.972424, -54.970203, 1.194066, 1.334532, 3.655400
177.020111, -54.853750, 1.194004, 1.341729, 3.718033
177.066280, -54.736842, 1.194849, 1.350628, 3.682239
177.112087, -54.620368, 1.196457, 1.348730, 3.684509
177.157787, -54.503768, 1.197250, 1.346988, 3.687277
177.203461, -54.387099, 1.198026, 1.342460, 3.687866
177.249017, -54.270328, 1.199697, 1.337898, 3.690413
177.294411, -54.153374, 1.201416, 1.334411, 3.696316
177.339720, -54.036061, 1.202998, 1.330786, 3.701328
177.385069, -53.918368, 1.203541, 1.329973, 3.700836
177.430131, -53.801152, 1.203554, 1.329121, 3.698001
177.475279, -53.683873, 1.202331, 1.333924, 3.699318
177.520545, -53.566314, 1.200778, 1.341539, 3.720258
177.566107, -53.449240, 1.199843, 1.339334, 3.695847
177.611699, -53.332264, 1.199376, 1.339422, 3.694609
177.656506, -53.215875, 1.200528, 1.288566, 3.662861
177.701980, -53.099491, 1.201203, 1.329590, 3.684182
177.747224, -52.982645, 1.201534, 1.329331, 3.683732
177.792429, -52.865791, 1.201814, 1.328376, 3.683729
177.837606, -52.748919, 1.202054, 1.327678, 3.684099
177.882749, -52.632056, 1.202263, 1.326139, 3.681686
177.927827, -52.515295, 1.202444, 1.325984, 3.683053
177.972908, -52.398468, 1.202606, 1.326179, 3.685182
178.017503, -52.282062, 1.203337, 1.292634, 3.677407
178.062320, -52.165031, 1.204387, 1.321830, 3.687448
178.107279, -52.047874, 1.204255, 1.322909, 3.691274
178.152237, -51.930970, 1.203966, 1.343485, 3.681079
178.197412, -51.813970, 1.203022, 1.319671, 3.673748
178.242366, -51.697390, 1.202392, 1.323699, 3.675685
178.287412, -51.580803, 1.201800, 1.326017, 3.676508
178.332537, -51.464215, 1.201222, 1.328339, 3.677442
178.377699, -51.347743, 1.200717, 1.329308, 3.675674
178.422909, -51.231283, 1.200283, 1.331850, 3.678123
178.468221, -51.114710, 1.199871, 1.335677, 3.685337
178.513675, -50.997912, 1.199481, 1.338280, 3.689001
178.559330, -50.880894, 1.198316, 1.341782, 3.679989
178.604912, -50.764309, 1.197599, 1.345123, 3.685530
178.650619, -50.647702, 1.196089, 1.350900, 3.686859
178.696549, -50.530862, 1.195040, 1.344732, 3.679557
178.742538, -50.414511, 1.194096, 1.353054, 3.682448
178.788579, -50.298503, 1.194128, 1.336933, 3.632932
178.833989, -50.183223, 1.195591, 1.346595, 3.674856
178.879728, -50.066861, 1.196779, 1.342895, 3.676052
178.925352, -49.950441, 1.197824, 1.339476, 3.676521
178.970867, -49.833959, 1.198751, 1.336506, 3.677109
179.016288, -49.717416, 1.199575, 1.333942, 3.677847
179.061628, -49.600811, 1.200309, 1.331769, 3.678817
179.106864, -49.484237, 1.200963, 1.328817, 3.676795
179.152014, -49.367668, 1.201549, 1.327512, 3.678754
179.196525, -49.251509, 1.202816, 1.308804, 3.679183
179.241430, -49.134758, 1.203732, 1.321775, 3.680706
179.286382, -49.017841, 1.203674, 1.322167, 3.684260
179.331232, -48.900962, 1.203258, 1.324240, 3.682936
179.376057, -48.784604, 1.202658, 1.319429, 3.666382
179.420951, -48.668310, 1.202129, 1.321267, 3.666463
179.465911, -48.552085, 1.201625, 1.321230, 3.664801
179.510884, -48.435972, 1.201722, 1.320760, 3.665331
179.555810, -48.319807, 1.202562, 1.318692, 3.666798
179.600643, -48.203544, 1.203055, 1.319322, 3.668505
179.645555, -48.087039, 1.202670, 1.322255, 3.675159
179.690701, -47.970361, 1.202182, 1.357267, 3.708179
179.735760, -47.853799, 1.201038, 1.328793, 3.673255
179.780881, -47.737399, 1.200012, 1.333164, 3.674963
179.826208, -47.620643, 1.198986, 1.338984, 3.677308
179.871601, -47.504499, 1.197957, 1.336061, 3.671098
179.917089, -47.388372, 1.197775, 1.336231, 3.670735
179.961945, -47.273521, 1.198626, 1.318975, 3.634675
180.007164, -47.157535, 1.199515, 1.329554, 3.664755
180.052347, -47.041349, 1.200307, 1.326983, 3.665519
180.097452, -46.925104, 1.201007, 1.324888, 3.666361
180.142492, -46.808801, 1.201626, 1.323092, 3.667264
180.187475, -46.692442, 1.202173, 1.321586, 3.668297
180.232412, -46.576023, 1.202659, 1.320373, 3.669565
180.277254, -46.459693, 1.203091, 1.318333, 3.667923
180.322088, -46.343505, 1.203485, 1.317611, 3.625226
180.366240, -46.227298, 1.205045, 1.313456, 3.667474
180.410847, -46.110679, 1.205363, 1.312505, 3.672961
180.455155, -45.993876, 1.205458, 1.344360, 3.710167
180.499912, -45.877183, 1.204657, 1.305880, 3.654213
180.544445, -45.761216, 1.204512, 1.308080, 3.656638
180.588943, -45.645221, 1.205245, 1.305744, 3.657070
180.633321, -45.529153, 1.206704, 1.301365, 3.658156
180.677563, -45.412948, 1.207909, 1.298686, 3.661009
180.721760, -45.296608, 1.208266, 1.298390, 3.664359
180.765951, -45.180155, 1.208565, 1.297693, 3.666589
180.810143, -45.063504, 1.208562, 1.302666, 3.675014
180.854593, -44.946491, 1.207667, 1.305013, 3.666703
180.898904, -44.829901, 1.207305, 1.307307, 3.673215
180.943247, -44.712870, 1.206675, 1.317915, 3.691781
180.987800, -44.596309, 1.206192, 1.308879, 3.672696
181.032346, -44.479731, 1.206289, 1.308190, 3.673895
181.076584, -44.363652, 1.207009, 1.289510, 3.606597
181.120940, -44.247649, 1.206843, 1.307620, 3.678618
181.165546, -44.130609, 1.206535, 1.312695, 3.685457
181.210257, -44.013388, 1.206281, 1.315709, 3.691408
181.255066, -43.895994, 1.206067, 1.318470, 3.697064
181.299965, -43.778432, 1.205887, 1.321027, 3.702480
181.344948, -43.660709, 1.205738, 1.323434, 3.707774
181.389968, -43.542934, 1.205617, 1.324598, 3.709774
181.435040, -43.425063, 1.205520, 1.326970, 3.715483
181.479532, -43.307574, 1.206352, 1.306667, 3.717479
181.524504, -43.189376, 1.207475, 1.324040, 3.723054
181.569043, -43.071102, 1.207359, 1.286065, 3.720482
181.614406, -42.952452, 1.206588, 1.323020, 3.715013
181.659434, -42.834391, 1.206451, 1.324981, 3.719253
181.704507, -42.716251, 1.206888, 1.323626, 3.723126
181.749543, -42.597939, 1.208001, 1.322136, 3.729053
181.794542, -42.479365, 1.208753, 1.322269, 3.735959
181.839578, -42.360554, 1.208934, 1.323696, 3.742816
181.884732, -42.241426, 1.209039, 1.327741, 3.751851
181.929990, -42.122050, 1.208949, 1.330562, 3.759119
181.975385, -42.002308, 1.208374, 1.334552, 3.753497
182.020666, -41.882900, 1.208104, 1.336128, 3.761978
182.066067, -41.762926, 1.208029, 1.334976, 3.759656
182.111476, -41.643415, 1.207634, 1.336032, 3.765181
182.156937, -41.523796, 1.208115, 1.335409, 3.766964
182.202156, -41.404702, 1.208555, 1.353484, 3.742959
182.247391, -41.285589, 1.208312, 1.337470, 3.768602
182.292947, -41.165666, 1.207624, 1.341318, 3.775270
182.338633, -41.045577, 1.206963, 1.344950, 3.779943
182.384449, -40.925368, 1.206359, 1.348676, 3.784456
182.430389, -40.805045, 1.205801, 1.352226, 3.788856
182.476430, -40.684642, 1.205381, 1.354047, 3.790297
182.522485, -40.564250, 1.205691, 1.354289, 3.794720
182.568546, -40.443847, 1.206546, 1.358298, 3.750491
182.613755, -40.323575, 1.209082, 1.345833, 3.795809
182.659312, -40.202639, 1.211154, 1.316475, 3.785759
182.704748, -40.081806, 1.212098, 1.334967, 3.799937
182.750229, -39.960671, 1.212612, 1.330851, 3.789467
182.795302, -39.839878, 1.215010, 1.321643, 3.794219
182.840104, -39.718822, 1.217626, 1.314447, 3.797982
182.884632, -39.597653, 1.220504, 1.303083, 3.801556
182.928827, -39.476186, 1.223775, 1.293763, 3.807340
182.972737, -39.354363, 1.226394, 1.286738, 3.815436
183.016428, -39.232112, 1.228677, 1.282209, 3.822308
183.060096, -39.109335, 1.230606, 1.277630, 3.839930
183.103277, -38.986853, 1.232429, 1.270236, 3.823156
183.146284, -38.863799, 1.234306, 1.273656, 3.834373
183.189156, -38.741120, 1.235827, 1.257102, 3.827157
183.231846, -38.618233, 1.237651, 1.251156, 3.829681
183.274296, -38.495149, 1.239658, 1.246582, 3.834225
183.316375, -38.373177, 1.240827, 1.223540, 3.807118
183.358507, -38.249844, 1.242551, 1.237350, 3.837385
183.400547, -38.126127, 1.244048, 1.233954, 3.844360
183.442455, -38.002182, 1.245439, 1.230161, 3.849040
183.484247, -37.878036, 1.246715, 1.226839, 3.853273
183.525928, -37.753710, 1.247900, 1.223720, 3.857098
183.567491, -37.629267, 1.249002, 1.219750, 3.857321
183.608946, -37.504923, 1.250034, 1.229136, 3.816029
183.649555, -37.380871, 1.252595, 1.209390, 3.856373
183.690465, -37.256124, 1.254653, 1.201013, 3.863152
183.731374, -37.131868, 1.255245, 1.173753, 3.885256
183.772181, -37.006549, 1.256197, 1.191554, 3.864317
183.812615, -36.882054, 1.257773, 1.185404, 3.849918
183.852810, -36.757446, 1.259685, 1.179391, 3.851667
183.892786, -36.632849, 1.261827, 1.169777, 3.851930
183.932458, -36.508100, 1.264681, 1.159939, 3.854022
183.971766, -36.383140, 1.268028, 1.148969, 3.857412
184.010719, -36.257814, 1.270645, 1.143390, 3.864853
184.049637, -36.131953, 1.272055, 1.138123, 3.878373
184.088162, -36.006503, 1.273320, 1.133406, 3.862671
184.126487, -35.880607, 1.274462, 1.137639, 3.874733
184.164798, -35.755072, 1.275352, 1.123288, 3.861353
184.202936, -35.629560, 1.276711, 1.118156, 3.860125
184.240862, -35.503989, 1.278219, 1.113545, 3.861041
184.278557, -35.379247, 1.279094, 1.094890, 3.812939
184.316122, -35.253821, 1.279881, 1.107925, 3.862350
184.353763, -35.127916, 1.280755, 1.105186, 3.864988
184.391322, -35.001885, 1.281571, 1.102978, 3.867841
184.428808, -34.875733, 1.282334, 1.100943, 3.870630
184.466228, -34.749464, 1.283050, 1.099095, 3.873378
184.503562, -34.623158, 1.283732, 1.096465, 3.872858
184.540849, -34.497112, 1.284460, 1.092367, 3.825110
184.577276, -34.371106, 1.287093, 1.085212, 3.870932
184.613996, -34.244542, 1.289184, 1.077599, 3.877167
184.650776, -34.118539, 1.289755, 1.070806, 3.873570
184.687417, -33.991358, 1.290996, 1.071148, 3.899763
184.723652, -33.864860, 1.292368, 1.061929, 3.863897
184.759651, -33.738486, 1.294230, 1.055843, 3.864741
184.795426, -33.612119, 1.296388, 1.046178, 3.866378
184.830898, -33.485595, 1.299238, 1.036303, 3.868856
184.865975, -33.358882, 1.302097, 1.028285, 3.871638
184.900792, -33.231934, 1.304050, 1.022354, 3.877880
184.935591, -33.104337, 1.305455, 1.017557, 3.888135
184.970026, -32.977174, 1.306921, 1.012950, 3.879101
185.004264, -32.849446, 1.308495, 1.015302, 3.886675
185.038392, -32.722204, 1.309772, 0.999842, 3.878437
185.072337, -32.594852, 1.311604, 0.992876, 3.879875
185.105982, -32.467400, 1.314043, 0.984841, 3.879927
185.139280, -32.340503, 1.316163, 0.989033, 3.822172
185.172368, -32.213466, 1.317407, 0.972808, 3.882213
185.205403, -32.085563, 1.318736, 0.968902, 3.885426
185.238297, -31.957513, 1.319962, 0.965041, 3.888488
185.271064, -31.829329, 1.321096, 0.961442, 3.891239
