t,steering_angle,speed
24.529,0.10000000149011612,4.0
24.562,0.10000000149011612,4.0
24.596,0.10000000149011612,4.0
24.629,0.10000000149011612,4.0
24.662,0.10000000149011612,4.0
24.696,0.10000000149011612,4.0
24.729,0.10000000149011612,4.0
24.762,0.10000000149011612,4.0
24.796,0.10000000149011612,4.0
24.829,0.10000000149011612,4.0
24.862,0.10000000149011612,4.0
24.896,0.10000000149011612,4.0
24.929,0.10000000149011612,4.0
24.962,0.10000000149011612,4.0
24.996,0.10000000149011612,4.0
25.029,0.10000000149011612,4.0
25.062,0.10000000149011612,4.0
25.096,0.10000000149011612,4.0
25.129,0.10000000149011612,4.0
25.162,0.10000000149011612,4.0
25.196,0.10000000149011612,4.0
25.229,0.10000000149011612,4.0
25.262,0.10000000149011612,4.0
25.296,0.10000000149011612,4.0
25.329,0.10000000149011612,4.0
25.362,0.10000000149011612,4.0
25.396,0.10000000149011612,4.0
25.429,0.10000000149011612,4.0
25.462,0.10000000149011612,4.0
25.496,0.10000000149011612,4.0
25.529,0.10000000149011612,4.0
25.562,0.10000000149011612,4.0
25.596,0.10000000149011612,4.0
25.629,0.10000000149011612,4.0
