t,steering_angle,speed
31.631,0.0,4.0
31.664,0.0,4.0
31.698,0.0,4.0
31.731,0.0,4.0
31.764,0.0,4.0
31.798000000000002,0.0,4.0
31.831,0.0,4.0
31.864,0.0,4.0
31.898,0.0,4.0
31.931,0.0,4.0
31.964,0.0,4.0
31.998,0.0,4.0
32.031,0.0,4.0
32.064,0.0,4.0
32.098,0.0,4.0
32.131,0.0,4.0
32.164,0.0,4.0
32.198,0.0,4.0
32.231,0.0,4.0
32.264,0.0,4.0
32.298,0.0,4.0
32.331,0.0,4.0
32.364,0.0,4.0
32.398,0.0,4.0
32.431,0.0,4.0
32.464,0.0,4.0
32.498,0.0,4.0
32.531,0.0,4.0
32.564,0.0,4.0
32.598,0.0,4.0
32.631,0.0,4.0
32.664,0.0,4.0
32.698,0.0,4.0
32.731,0.0,4.0
32.764,0.0,4.0
32.798,0.0,4.0
32.831,0.0,4.0
32.864,0.0,4.0
32.898,0.0,4.0
32.931,0.0,4.0
32.964,0.0,4.0
32.998,0.0,4.0
33.031,0.0,4.0
33.064,0.0,4.0
33.098,0.0,4.0
33.131,0.0,4.0
33.164,0.0,4.0
33.198,0.0,4.0
33.231,0.0,4.0
33.264,0.0,4.0
33.298,0.0,4.0
33.331,0.0,4.0
33.364,0.0,4.0
33.398,0.0,4.0
33.431,0.0,4.0
33.464,0.0,4.0
33.498,0.0,4.0
33.531,0.0,4.0
33.564,0.0,4.0
33.598,0.0,4.0
33.631,0.0,4.0
33.664,0.0,4.0
33.698,0.0,4.0
33.731,0.0,4.0
33.764,0.0,4.0
33.798,0.0,4.0
33.831,0.0,4.0
33.864,0.0,4.0
33.898,0.0,4.0
33.931,0.0,4.0
33.964,0.0,4.0
33.998,0.0,4.0
34.031,0.0,4.0
34.064,0.0,4.0
34.098,0.0,4.0
34.131,0.0,4.0
34.164,0.0,4.0
34.198,0.0,4.0
34.231,0.0,4.0
34.264,0.0,4.0
34.298,0.0,4.0
34.331,0.0,4.0
34.364,0.0,4.0
34.398,0.0,4.0
34.431,0.0,4.0
34.464,0.0,4.0
34.498,0.0,4.0
34.531,0.0,4.0
34.564,0.0,4.0
34.598,0.0,4.0
34.631,0.0,4.0
34.664,0.0,4.0
34.698,0.0,4.0
34.731,0.0,4.0
34.764,0.0,4.0
34.798,0.0,4.0
34.831,0.0,4.0
34.864,0.0,4.0
34.898,0.0,4.0
34.931,0.0,4.0
34.964,0.0,4.0
34.998,0.0,4.0
35.031,0.0,4.0
35.064,0.0,4.0
35.098,0.0,4.0
35.131,0.0,4.0
35.164,0.0,4.0
35.198,0.0,4.0
35.231,0.0,4.0
35.264,0.0,4.0
35.298,0.0,4.0
35.331,0.0,4.0
35.364,0.0,4.0
35.398,0.0,4.0
35.431,0.0,4.0
35.464,0.0,4.0
35.498,0.0,4.0
35.531,0.0,4.0
35.564,0.0,4.0
35.598,0.0,4.0
35.631,0.0,4.0
35.664,0.0,4.0
35.698,0.0,4.0
35.731,0.0,4.0
35.764,0.0,4.0
35.798,0.0,4.0
35.831,0.0,4.0
35.864,0.0,4.0
35.898,0.0,4.0
35.931,0.0,4.0
35.964,0.0,4.0
35.998,0.0,4.0
36.031,0.0,4.0
36.064,0.0,4.0
36.098,0.0,4.0
36.131,0.0,4.0
36.164,0.0,4.0
36.198,0.0,4.0
36.231,0.0,4.0
36.264,0.0,4.0
36.298,0.0,4.0
36.331,0.0,4.0
36.364,0.0,4.0
36.398,0.0,4.0
36.431,0.0,4.0
36.464,0.0,4.0
36.498,0.0,4.0
36.531,0.0,4.0
36.564,0.0,4.0
36.598,0.0,4.0
36.631,0.0,4.0
36.664,0.0,4.0
36.698,0.0,4.0
36.731,0.0,4.0
36.764,0.0,4.0
36.798,0.0,4.0
36.831,0.0,4.0
36.864,0.0,4.0
36.898,0.0,4.0
36.931,0.0,4.0
36.964,0.0,4.0
36.998,0.0,4.0
37.031,0.0,4.0
37.064,0.0,4.0
37.098,0.0,4.0
37.131,0.0,4.0
37.164,0.0,4.0
37.198,0.0,4.0
37.231,0.0,4.0
37.264,0.0,4.0
37.298,0.0,4.0
37.331,0.0,4.0
37.364,0.0,4.0
37.398,0.0,4.0
37.431,0.0,4.0
37.464,0.0,4.0
37.498,0.0,4.0
37.531,0.0,4.0
37.564,0.0,4.0
37.598,0.0,4.0
37.631,0.0,4.0
37.664,0.0,4.0
37.698,0.0,4.0
37.731,0.0,4.0
37.764,0.0,4.0
37.798,0.0,4.0
37.831,0.0,4.0
37.864,0.0,4.0
37.898,0.0,4.0
37.931,0.0,4.0
37.964,0.0,4.0
37.998,0.0,4.0
38.031,0.0,4.0
38.064,0.0,4.0
38.098,0.0,4.0
38.131,0.0,4.0
38.164,0.0,4.0
38.198,0.0,4.0
38.231,0.0,4.0
38.264,0.0,4.0
38.298,0.0,4.0
38.331,0.0,4.0
38.364,0.0,4.0
38.398,0.0,4.0
38.431,0.0,4.0
38.464,0.0,4.0
38.498,0.0,4.0
38.531,0.0,4.0
38.564,0.0,4.0
38.598,0.0,4.0
38.631,0.0,4.0
38.664,0.0,4.0
38.698,0.0,4.0
38.731,0.0,4.0
38.764,0.0,4.0
38.798,0.0,4.0
38.831,0.0,4.0
38.864,0.0,4.0
38.898,0.0,4.0
38.931,0.0,4.0
38.964,0.0,4.0
38.998,0.0,4.0
39.031,0.0,4.0
39.064,0.0,4.0
39.098,0.0,4.0
39.131,0.0,4.0
39.164,0.0,4.0
39.198,0.0,4.0
39.231,0.0,4.0
39.264,0.0,4.0
39.298,0.0,4.0
39.331,0.0,4.0
39.364,0.0,4.0
39.398,0.0,4.0
39.431,0.0,4.0
