t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,path_dist_m,path_remaining_m,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.02400000000000002,33.4,-92.9,-0.7207000000000001,8.572288568828375e-18,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610748147816102,0.0015573461991253978,0.0044060134712,5.0,24.819149999530055,True,True
0.07400000000000001,33.39992302256211,-92.89993031860217,-0.7207012514153344,-0.024709178682642413,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610748147816102,0.0015573461991253978,0.0044060134712,5.0,24.621791002573445,True,True
0.125,33.400006127637425,-92.9000051459074,-0.7207002039504222,4.6994335782979354e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107419760339872,0.0015572483703678586,0.0044059156425,5.0,25.28723599971272,True,True
0.174,33.400007477604895,-92.90000633040168,-0.720700005989428,4.637713163029113e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610740147787347,0.0015575501495477262,0.0044062174216,5.0,24.910922002163716,True,True
0.22399999999999998,33.39998572137496,-92.89998710049898,-0.7207000531631903,0.0009543978933826007,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107669528570698,0.001557506147022103,0.0044061734191,5.0,24.938342998211738,True,True
0.274,33.39998406323922,-92.89998563131468,-0.720700134603978,0.0009395267026529031,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107673881252145,0.0015573993623156923,0.0044060666344,5.0,24.48238899523858,True,True
0.32399999999999995,33.39998202157228,-92.89998382242344,-0.720700098944774,0.0009246131127043518,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107723311547222,0.0015574451438995496,0.004406112416,5.0,24.249112997495104,True,True
0.375,33.399976811272005,-92.89997921705458,-0.7207001215121712,0.0008955852313405849,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107755613416932,0.0015574734794419065,0.0044061407515,5.0,25.201727003150154,True,True
0.42500000000000004,33.399973656715495,-92.89997643174425,-0.7207001334088821,0.000881462622624329,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610783493175625,0.0015574796080075615,0.0044061468801,5.0,25.407362001715228,True,True
0.474,33.399966281612734,-92.89996992473505,-0.7207001437571148,0.0008539776342032428,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107881771863126,0.0015574826484985316,0.0044061499206,5.0,24.24750000500353,True,True
0.524,33.399962073821925,-92.89996621432051,-0.7207001491149284,0.0008406064450771334,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107989384442756,0.0015574953140538028,0.0044061625861,5.0,24.862421996658668,True,True
0.574,33.3999526489564,-92.89995790700215,-0.7207001611760608,0.000814585347332059,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6108049989566167,0.001557501496085134,0.0044061687682,5.0,24.813839998387266,True,True
0.625,33.39998252399231,-92.89998397292801,-0.7207004508276064,0.012564494883755356,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107718540590035,0.0015577970267317554,0.0044064642988,5.0,25.680072001705412,True,True
0.675,33.40427314986298,-92.90375255914881,-0.7206922886000301,0.1810365699144911,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6094338501559793,0.001556125909857986,0.0044047931819,5.0,25.004076000186615,True,True
0.725,33.41017431336168,-92.90893542339079,-0.7206749685813856,0.2825311495432632,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6050611925250187,0.001549634799155264,0.0043809820526,5.0,25.281546004407573,True,True
0.7749999999999999,33.429639326251994,-92.92602961576542,-0.7206038358761803,0.48007870600300506,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.5859334824662707,0.001503028755135638,0.0043516960272,5.0,25.205073005054146,True,True
0.8240000000000001,33.442935194492385,-92.93771518003832,-0.7204715449891642,0.5561627476385438,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.5713016265840702,0.001461182075305878,0.0043098493474,5.0,24.615289003122598,True,True
0.8740000000000001,33.475023780447444,-92.96569821560053,-0.7204677421894775,0.7169313476055938,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.533622027962817,0.0011908237345918948,0.0040394910067,5.0,24.442655994789675,True,True
0.9239999999999999,33.49466317572629,-92.98299090860263,-0.7204508179260655,0.820256908936452,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.5110244150289391,0.0013250883886026799,0.0041737556607,5.0,24.923185002990067,True,True
0.974,33.54021309427659,-93.02300766544442,-0.7201395859664819,0.9792351669603723,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.4556761237944722,0.001259793488423533,0.0041084607605,5.0,24.620969001261983,True,True
1.024,33.56637246078732,-93.04595035456398,-0.7201626599846662,1.0682374329489104,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.4242258268607229,0.000996932165607145,0.0038455994377,5.0,24.844146995746996,True,True
1.073,33.59441649136488,-93.07062451016446,-0.7201287541572238,1.145840072023523,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.3520776480824102,0.0009861003563491622,0.0038347676284,5.0,23.928413000248838,True,True
1.125,33.65649656690672,-93.12480835868371,-0.7196684227233061,1.283011769370558,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.3120329508879305,0.000747171363396415,0.0035958386355,5.0,25.35078499931842,True,True
1.175,33.69033237105885,-93.15451611296615,-0.7197108507132985,1.383771570961964,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.2246506069935674,0.000568196912424046,0.0034168641845,5.0,25.578622000466567,True,True
1.226,33.763355207721105,-93.2185487090156,-0.7195227354036441,1.4870378553896133,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.1770317019193617,0.0005265089460890771,0.0033751762182,5.0,26.852066002902575,True,True
1.275,33.80273892267287,-93.25300852563971,-0.7192139371541938,1.5817389465102785,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.0751983180250186,7.128335331918478e-05,0.0029199506254,5.0,25.13121499941917,True,True
1.325,33.887355618276715,-93.32710275250889,-0.7190802512152958,1.726585128306723,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.0201970747202689,9.413490448739736e-05,0.0029428021766,5.0,25.426748004974797,True,True
1.374,33.932409553053304,-93.36653922269107,-0.7188750877004964,1.796618931033378,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.9028507298860693,-0.0002675661003781471,0.0025811011717,5.0,24.382472998695448,True,True
1.425,34.02783114317898,-93.45002083338353,-0.7187448520287212,1.9326897055230914,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.8406148806045517,-0.00040723428548794516,0.0024414329866,5.0,25.265976997616235,True,True
1.474,34.07811827796568,-93.49401281297389,-0.718728252228697,1.9985790541567576,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.7092518246180556,-0.00041440157217742524,0.0024342656999,5.0,25.17104899743572,True,True
1.525,34.183651614746566,-93.58634803487278,-0.7188594607096118,2.126011353635344,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.640222363398597,-0.00034638642915396645,0.0025022808429,5.0,25.180205993819982,True,True
1.575,34.23882275926949,-93.63462903454993,-0.7189455537737617,2.187613236295876,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.5690267576979676,-0.000283193091262568,0.002651567245,5.0,25.74257899686927,True,True
1.626,34.35379060687052,-93.73527140710856,-0.7191542064995056,2.3067739726712615,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.4203280184732754,-8.699551225266333e-05,0.0027616717598,5.0,26.211946998955682,True,True
1.675,34.41351932176855,-93.78757393960247,-0.7192637166796331,2.3644082937334976,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.34291744345270253,1.155269863106767e-05,0.0028602199707,5.0,25.369570998009294,True,True
1.725,34.53712098004192,-93.89594881649973,-0.7206803653964277,2.446402050341754,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.18217818694802468,0.0002175800039858622,0.0030662472761,5.0,25.45856699725846,True,True
1.774,34.60042914561366,-93.9515566728458,-0.7211939122382354,2.5084915649842534,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,0.09914041247464632,0.0015377115955530485,0.0043863788676,5.0,24.38037899992196,True,True
1.823,34.73075436352467,-94.06606975767212,-0.7205223484293659,2.589596063820494,34.668749,-94.011487,5.0,4,5.814045524455278e-05,0.07600247458560727,1307.1458668059786,-0.004663578299691433,-5.2439500618728374e-05,0.0039171686659,5.0,23.536389002401847,True,True
1.8730000000000002,34.7973948675972,-94.12462196489105,-0.7213138736988735,2.632099991980182,34.736733,-94.070661,5.0,9,0.0001270884367627908,0.16613278386900018,1307.0557364966953,-0.007538143021823977,0.0024264754541678535,0.0015031056013,5.0,23.195761001261417,True,True
1.943,34.9336332415316,-94.24450691489669,-0.7209616467319289,2.699228618168058,34.860027,-94.178309,5.0,18,0.0002522967548346516,0.3298078354683735,1306.892061445096,-0.0010586844984344992,0.001892717142312872,-0.01745329252,5.0,43.51291399507318,True,True
1.984,35.00315722427139,-94.30573382558731,-0.7250572646055864,2.72093381750014,34.928398,-94.238318,5.0,23,0.00032188776855905134,0.42077873051431275,1306.80109055005,-0.001205120797550233,-0.0008624030581456665,0.01745329252,5.0,34.38501700293273,True,True
2.036,35.14459603987422,-94.4302874354151,-0.7215838558238034,2.822444842911624,35.080901000000004,-94.37173,5.0,34,0.00047689118133875734,0.6234025815130669,1306.5984666990512,-0.008874941707171015,0.005482232144392807,-0.20436912116,5.0,36.36857999663334,True,True
2.084,35.21721912522241,-94.49424267062786,-0.7211195738644854,2.865592949408444,35.138867,-94.422263,5.0,38,0.0005357185559083866,0.7003030120628456,1306.5215662685014,-0.0022706412491316713,0.003190758417997319,0.21265739741,5.0,34.18978200352285,True,True
2.138,35.365838235698,-94.62480737065198,-0.7206094252061938,2.953505535842063,35.295219,-94.558947,5.0,48,0.000694585188327685,0.9079769482603092,1306.313892332304,-0.004278295567899564,0.0016409331520050863,-0.20779546619,5.0,38.56100399571005,True,True
2.183,35.44184206774827,-94.6915544525258,-0.7203120688724213,2.997830738417359,35.363405,-94.61855600000001,5.0,52,0.0007638679985703982,0.9985449529747994,1306.2233243275896,-0.003105113145713227,0.0022286282194539098,0.21166651121,5.0,33.45981500024209,True,True
2.2359999999999998,35.59737523578913,-94.82766837608408,-0.7180252554760066,3.082835833174089,35.529413,-94.763681,5.0,61,0.0009325457576786811,1.2190442085423856,1306.002825072022,-0.011329271096486123,0.00038764263884827344,-0.2090527104,5.0,36.73879299458349,True,True
