t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,path_dist_m,path_remaining_m,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.027000000000000024,33.4,-92.9,-0.7207000000000001,2.543304252137595e-17,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610748147816102,0.0015573461991253978,0.0021652940791,5.0,27.39255600317847,True,True
0.08000000000000002,33.39994746384835,-92.8999508370042,-0.7207012886838896,0.012266710614252548,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610748147816102,0.0015573461991253978,0.40142572796,5.0,30.235612000979017,True,True
0.126,33.4000057087589,-92.90000478982226,-0.720700239288181,6.572737952658246e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6108200606937662,0.0015586348830147756,0.40142572796,5.0,26.28750299481908,True,True
0.177,33.40000936497282,-92.90000798733784,-0.7207000952310967,6.444407947280008e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107382559900514,0.0015573812741953574,0.40142572796,5.0,27.792666995082982,True,True
0.22599999999999998,33.39998868868026,-92.89998972579373,-0.7207001426320421,0.0010678938281540777,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610735840346123,0.001557441430222184,0.40142572796,5.0,26.093038002727553,True,True
0.274,33.39998663403402,-92.89998788645016,-0.7207001288393052,0.0009536689735740323,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107644533560896,0.0015574171144394633,0.40142572796,5.0,24.939352995716035,True,True
0.32699999999999996,33.39998495054717,-92.89998639180008,-0.7207001027280737,0.0009385009290969518,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107661837323022,0.0015574750384308444,0.40142572796,5.0,27.188553001906257,True,True
0.376,33.39998043701941,-92.89998239849383,-0.7207001226769099,0.0009089778500942455,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610771197195291,0.0015574740219026495,0.40142572796,5.0,26.810193005076144,True,True
0.42700000000000005,33.39997762143346,-92.89997991102203,-0.7207001348903568,0.0008946140340724894,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107744613319246,0.0015574688760353617,0.40142572796,5.0,27.02464499452617,True,True
0.478,33.3999709061872,-92.89997398354028,-0.7207001451956165,0.0008666591663295997,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107824592066995,0.0015574835981730928,0.40142572796,5.0,27.697266996256076,True,True
0.527,33.39996701943168,-92.89997055506794,-0.7207001501874025,0.0008530591337977164,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610787175329613,0.0015574913947418167,0.40142572796,5.0,27.56569100165507,True,True
0.577,33.399962788398724,-92.89996682423106,-0.720700156625166,0.0008397048840486951,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107979990481363,0.0015575028242915678,0.40142572796,5.0,27.78491299977759,True,True
0.627,33.399953318319,-92.89995847720239,-0.7207001684055224,0.0008137167884967447,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6108040899292844,0.0015575085419907708,0.40142572796,5.0,27.192068999283947,True,True
0.677,33.39994809139571,-92.89995387166476,-0.7207001743128798,0.0008010746306675121,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6108175890306493,0.001557520512005084,0.40142572796,5.0,27.54792800260475,True,True
0.728,33.400501393777525,-92.90044625308646,-0.7206746430265378,0.0700842627216136,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6108249813912725,0.0015575264846612313,0.40142572796,5.0,28.671075000602286,True,True
0.778,33.403653752768435,-92.90321458395269,-0.7206307968798242,0.1782552782009936,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6058815936964868,0.001488143078949733,0.40142572796,5.0,28.1797329953406,True,True
0.8260000000000001,33.418125804145156,-92.91591987323042,-0.7201277348574352,0.38875629624272645,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.5980419711165144,0.0013318983716086308,0.40142572796,5.0,26.1614649934927,True,True
0.877,33.42935179619985,-92.92576369699319,-0.7195287882230977,0.4910592828673209,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.586623759079695,0.0009850810565605883,0.40142572796,5.0,27.762328994867858,True,True
