t,steering_angle,speed
26.611,-0.0949978455901146,3.377420663833618
26.645,-0.0949978455901146,3.377420663833618
26.678,-0.0949978455901146,3.377420663833618
26.711,-0.0949978455901146,3.377420663833618
26.745,-0.0949978455901146,3.377420663833618
26.778,-0.0949978455901146,3.377420663833618
26.811,-0.0949978455901146,3.377420663833618
26.845,-0.0949978455901146,3.377420663833618
26.878,-0.0949978455901146,3.377420663833618
26.911,-0.0949978455901146,3.377420663833618
26.945,-0.0949978455901146,3.377420663833618
26.978,-0.0949978455901146,3.377420663833618
27.011,-0.0949978455901146,3.377420663833618
27.045,-0.0949978455901146,3.377420663833618
27.078,-0.0949978455901146,3.377420663833618
27.111,-0.0949978455901146,3.377420663833618
27.145,-0.0949978455901146,3.377420663833618
27.178,-0.0949978455901146,3.377420663833618
27.211,-0.0949978455901146,3.377420663833618
27.245,-0.0949978455901146,3.377420663833618
27.278,-0.0949978455901146,3.377420663833618
27.311,-0.0949978455901146,3.377420663833618
27.345,-0.0949978455901146,3.377420663833618
27.378,-0.0949978455901146,3.377420663833618
27.411,-0.0949978455901146,3.377420663833618
27.445,-0.0949978455901146,3.377420663833618
27.478,-0.0949978455901146,3.377420663833618
27.511,-0.0949978455901146,3.377420663833618
27.545,-0.0949978455901146,3.377420663833618
27.578,-0.0949978455901146,3.377420663833618
27.611,-0.0949978455901146,3.377420663833618
27.645,-0.0949978455901146,3.377420663833618
27.678,-0.0949978455901146,3.377420663833618
27.711,-0.0949978455901146,3.377420663833618
27.745,-0.0949978455901146,3.377420663833618
27.778,-0.0949978455901146,3.377420663833618
27.811,-0.0949978455901146,3.377420663833618
27.845,-0.0949978455901146,3.377420663833618
27.878,-0.0949978455901146,3.377420663833618
27.911,-0.0949978455901146,3.377420663833618
27.945,-0.0949978455901146,3.377420663833618
27.978,-0.0949978455901146,3.377420663833618
28.011,-0.0949978455901146,3.377420663833618
28.045,-0.0949978455901146,3.377420663833618
28.078,-0.0949978455901146,3.377420663833618
28.111,-0.0949978455901146,3.377420663833618
28.145,-0.0949978455901146,3.377420663833618
28.178,-0.0949978455901146,3.377420663833618
28.211,-0.0949978455901146,3.377420663833618
28.245,-0.0949978455901146,3.377420663833618
28.278,-0.0949978455901146,3.377420663833618
28.311,-0.0949978455901146,3.377420663833618
28.345,-0.0949978455901146,3.377420663833618
28.378,-0.0949978455901146,3.377420663833618
28.411,-0.0949978455901146,3.377420663833618
28.445,-0.0949978455901146,3.377420663833618
28.478,-0.0949978455901146,3.377420663833618
28.511,-0.0949978455901146,3.377420663833618
28.545,-0.0949978455901146,3.377420663833618
28.578,-0.0949978455901146,3.377420663833618
28.611,-0.0949978455901146,3.377420663833618
28.646,-0.05535785108804703,1.737631916999817
28.678,-0.05535785108804703,1.737631916999817
28.711,-0.05535785108804703,1.737631916999817
28.745,-0.05535785108804703,1.737631916999817
28.778,-0.05535785108804703,1.737631916999817
28.811,-0.05535785108804703,1.737631916999817
28.845,-0.05535785108804703,1.737631916999817
28.878,-0.05535785108804703,1.737631916999817
28.911,-0.05535785108804703,1.737631916999817
28.945,-0.05535785108804703,1.737631916999817
28.978,-0.05535785108804703,1.737631916999817
29.011,-0.05535785108804703,1.737631916999817
29.045,-0.05535785108804703,1.737631916999817
29.078,-0.05535785108804703,1.737631916999817
29.111,-0.05535785108804703,1.737631916999817
29.145,-0.05535785108804703,1.737631916999817
29.178,-0.05535785108804703,1.737631916999817
29.211,-0.05535785108804703,1.737631916999817
29.245,-0.05535785108804703,1.737631916999817
29.278,-0.05535785108804703,1.737631916999817
29.311,-0.05535785108804703,1.737631916999817
29.345,-0.05535785108804703,1.737631916999817
29.378,-0.05535785108804703,1.737631916999817
29.411,-0.05535785108804703,1.737631916999817
29.445,-0.05535785108804703,1.737631916999817
29.478,-0.05535785108804703,1.737631916999817
29.511,-0.05535785108804703,1.737631916999817
29.545,-0.05535785108804703,1.737631916999817
29.578,-0.05535785108804703,1.737631916999817
29.611,-0.05535785108804703,1.737631916999817
29.645,-0.05535785108804703,1.737631916999817
29.678,-0.05535785108804703,1.737631916999817
29.711,-0.05535785108804703,1.737631916999817
29.745,-0.05535785108804703,1.737631916999817
29.778,-0.05535785108804703,1.737631916999817
29.811,-0.05535785108804703,1.737631916999817
29.845,-0.05535785108804703,1.737631916999817
29.878,-0.05535785108804703,1.737631916999817
29.911,-0.05535785108804703,1.737631916999817
29.945,-0.05535785108804703,1.737631916999817
29.978,-0.05535785108804703,1.737631916999817
30.011,-0.05535785108804703,1.737631916999817
30.045,-0.05535785108804703,1.737631916999817
30.078,-0.05535785108804703,1.737631916999817
30.111,-0.05535785108804703,1.737631916999817
30.145,-0.05535785108804703,1.737631916999817
30.178,-0.05535785108804703,1.737631916999817
30.211,-0.05535785108804703,1.737631916999817
30.245,-0.05535785108804703,1.737631916999817
30.278,-0.05535785108804703,1.737631916999817
30.311,-0.05535785108804703,1.737631916999817
30.345,-0.05535785108804703,1.737631916999817
30.378,-0.05535785108804703,1.737631916999817
30.411,-0.05535785108804703,1.737631916999817
30.445,-0.05535785108804703,1.737631916999817
30.478,-0.05535785108804703,1.737631916999817
30.511,-0.05535785108804703,1.737631916999817
30.545,-0.05535785108804703,1.737631916999817
30.578,-0.05535785108804703,1.737631916999817
30.611,-0.05535785108804703,1.737631916999817
30.645,-0.05535785108804703,1.737631916999817
30.678,-0.05535785108804703,1.737631916999817
30.711,-0.05535785108804703,1.737631916999817
30.745,-0.05535785108804703,1.737631916999817
30.778,-0.05535785108804703,1.737631916999817
30.811,-0.05535785108804703,1.737631916999817
30.845,-0.05535785108804703,1.737631916999817
30.878,-0.05535785108804703,1.737631916999817
30.911,-0.05535785108804703,1.737631916999817
30.945,-0.05535785108804703,1.737631916999817
30.978,-0.05535785108804703,1.737631916999817
31.011,-0.05535785108804703,1.737631916999817
31.045,-0.05535785108804703,1.737631916999817
31.078,-0.05535785108804703,1.737631916999817
31.111,-0.05535785108804703,1.737631916999817
31.145,-0.05535785108804703,1.737631916999817
31.178,-0.05535785108804703,1.737631916999817
31.211,-0.05535785108804703,1.737631916999817
31.245,-0.05535785108804703,1.737631916999817
31.278,-0.05535785108804703,1.737631916999817
31.311,-0.05535785108804703,1.737631916999817
31.345,-0.05535785108804703,1.737631916999817
31.378,-0.05535785108804703,1.737631916999817
31.411,-0.05535785108804703,1.737631916999817
31.445,-0.05535785108804703,1.737631916999817
31.478,-0.05535785108804703,1.737631916999817
31.511,-0.05535785108804703,1.737631916999817
31.545,-0.05535785108804703,1.737631916999817
31.578,-0.05535785108804703,1.737631916999817
31.611,-0.05535785108804703,1.737631916999817
31.645,-0.05535785108804703,1.737631916999817
31.678,-0.05535785108804703,1.737631916999817
31.711,-0.05535785108804703,1.737631916999817
31.745,-0.05535785108804703,1.737631916999817
31.778,-0.05535785108804703,1.737631916999817
31.811,-0.05535785108804703,1.737631916999817
31.845,-0.05535785108804703,1.737631916999817
31.878,-0.05535785108804703,1.737631916999817
31.911,-0.05535785108804703,1.737631916999817
31.945,-0.05535785108804703,1.737631916999817
31.978,-0.05535785108804703,1.737631916999817
32.011,-0.05535785108804703,1.737631916999817
32.045,-0.05535785108804703,1.737631916999817
32.078,-0.05535785108804703,1.737631916999817
32.111,-0.05535785108804703,1.737631916999817
32.145,-0.05535785108804703,1.737631916999817
32.178,-0.05535785108804703,1.737631916999817
32.211,-0.05535785108804703,1.737631916999817
32.245,-0.05535785108804703,1.737631916999817
32.278,-0.05535785108804703,1.737631916999817
32.311,-0.05535785108804703,1.737631916999817
32.345,-0.05535785108804703,1.737631916999817
32.378,-0.05535785108804703,1.737631916999817
32.411,-0.05535785108804703,1.737631916999817
32.445,-0.05535785108804703,1.737631916999817
32.478,-0.05535785108804703,1.737631916999817
32.511,-0.05535785108804703,1.737631916999817
32.545,-0.05535785108804703,1.737631916999817
32.578,-0.05535785108804703,1.737631916999817
32.611,-0.05535785108804703,1.737631916999817
32.645,-0.05535785108804703,1.737631916999817
32.678,-0.05535785108804703,1.737631916999817
32.711,-0.05535785108804703,1.737631916999817
32.745,-0.05535785108804703,1.737631916999817
32.778,-0.05535785108804703,1.737631916999817
32.811,-0.05535785108804703,1.737631916999817
32.845,-0.05535785108804703,1.737631916999817
32.878,-0.05535785108804703,1.737631916999817
32.911,-0.05535785108804703,1.737631916999817
32.945,-0.05535785108804703,1.737631916999817
32.978,-0.05535785108804703,1.737631916999817
33.011,-0.05535785108804703,1.737631916999817
33.045,-0.05535785108804703,1.737631916999817
33.078,-0.05535785108804703,1.737631916999817
33.111,-0.05535785108804703,1.737631916999817
33.145,-0.05535785108804703,1.737631916999817
33.178,-0.05535785108804703,1.737631916999817
33.211,-0.05535785108804703,1.737631916999817
33.245,-0.05535785108804703,1.737631916999817
33.278,-0.05535785108804703,1.737631916999817
33.311,-0.05535785108804703,1.737631916999817
33.345,-0.05535785108804703,1.737631916999817
33.378,-0.05535785108804703,1.737631916999817
33.411,-0.05535785108804703,1.737631916999817
33.445,-0.05535785108804703,1.737631916999817
33.478,-0.05535785108804703,1.737631916999817
33.511,-0.05535785108804703,1.737631916999817
33.545,-0.05535785108804703,1.737631916999817
33.578,-0.05535785108804703,1.737631916999817
33.612,0.03533989563584328,3.8141205310821533
33.645,0.03533989563584328,3.8141205310821533
33.678,0.03533989563584328,3.8141205310821533
33.711,0.03533989563584328,3.8141205310821533
33.745,0.03533989563584328,3.8141205310821533
33.778,0.03533989563584328,3.8141205310821533
33.811,0.03533989563584328,3.8141205310821533
33.845,0.03533989563584328,3.8141205310821533
33.878,0.03533989563584328,3.8141205310821533
33.911,0.03533989563584328,3.8141205310821533
33.945,0.03533989563584328,3.8141205310821533
33.978,0.03533989563584328,3.8141205310821533
34.011,0.03533989563584328,3.8141205310821533
34.045,0.03533989563584328,3.8141205310821533
34.078,0.03533989563584328,3.8141205310821533
34.111,0.03533989563584328,3.8141205310821533
34.145,0.03533989563584328,3.8141205310821533
34.178,0.03533989563584328,3.8141205310821533
34.211,0.03533989563584328,3.8141205310821533
34.245,0.03533989563584328,3.8141205310821533
34.278,0.03533989563584328,3.8141205310821533
34.311,0.03533989563584328,3.8141205310821533
34.345,0.03533989563584328,3.8141205310821533
34.378,0.03533989563584328,3.8141205310821533
34.411,0.03533989563584328,3.8141205310821533
34.445,0.03533989563584328,3.8141205310821533
34.478,0.03533989563584328,3.8141205310821533
34.511,0.03533989563584328,3.8141205310821533
34.545,0.03533989563584328,3.8141205310821533
34.578,0.03533989563584328,3.8141205310821533
34.611,0.03533989563584328,3.8141205310821533
34.645,0.03533989563584328,3.8141205310821533
34.678,0.03533989563584328,3.8141205310821533
34.711,0.03533989563584328,3.8141205310821533
34.745,0.03533989563584328,3.8141205310821533
34.778,0.03533989563584328,3.8141205310821533
34.811,0.03533989563584328,3.8141205310821533
34.845,0.03533989563584328,3.8141205310821533
34.878,0.03533989563584328,3.8141205310821533
34.911,0.03533989563584328,3.8141205310821533
34.945,0.03533989563584328,3.8141205310821533
34.978,0.03533989563584328,3.8141205310821533
35.011,0.03533989563584328,3.8141205310821533
35.045,0.03533989563584328,3.8141205310821533
35.078,0.03533989563584328,3.8141205310821533
35.111,0.03533989563584328,3.8141205310821533
35.145,0.03533989563584328,3.8141205310821533
35.178,0.03533989563584328,3.8141205310821533
35.211,0.03533989563584328,3.8141205310821533
35.245,0.03533989563584328,3.8141205310821533
35.278,0.03533989563584328,3.8141205310821533
35.311,0.03533989563584328,3.8141205310821533
35.345,0.03533989563584328,3.8141205310821533
35.378,0.03533989563584328,3.8141205310821533
35.411,0.03533989563584328,3.8141205310821533
35.445,0.03533989563584328,3.8141205310821533
35.478,0.03533989563584328,3.8141205310821533
35.511,0.03533989563584328,3.8141205310821533
35.545,0.03533989563584328,3.8141205310821533
35.578,0.03533989563584328,3.8141205310821533
35.611,0.03533989563584328,3.8141205310821533
35.645,0.03533989563584328,3.8141205310821533
35.678,0.03533989563584328,3.8141205310821533
35.711,0.03533989563584328,3.8141205310821533
35.745,0.03533989563584328,3.8141205310821533
35.778,0.03533989563584328,3.8141205310821533
35.811,0.03533989563584328,3.8141205310821533
35.845,0.03533989563584328,3.8141205310821533
35.878,0.03533989563584328,3.8141205310821533
35.911,0.03533989563584328,3.8141205310821533
35.945,0.03533989563584328,3.8141205310821533
35.978,0.03533989563584328,3.8141205310821533
36.011,0.03533989563584328,3.8141205310821533
36.045,0.03533989563584328,3.8141205310821533
36.078,0.03533989563584328,3.8141205310821533
36.111,0.03533989563584328,3.8141205310821533
36.145,0.03533989563584328,3.8141205310821533
36.178,0.03533989563584328,3.8141205310821533
36.211,0.03533989563584328,3.8141205310821533
36.245,0.03533989563584328,3.8141205310821533
36.278,0.03533989563584328,3.8141205310821533
36.311,0.03533989563584328,3.8141205310821533
36.345,0.03533989563584328,3.8141205310821533
36.378,0.03533989563584328,3.8141205310821533
36.411,0.03533989563584328,3.8141205310821533
36.445,0.03533989563584328,3.8141205310821533
36.478,0.03533989563584328,3.8141205310821533
36.511,0.03533989563584328,3.8141205310821533
36.545,0.03533989563584328,3.8141205310821533
36.578,0.03533989563584328,3.8141205310821533
36.611,0.03533989563584328,3.8141205310821533
36.645,0.03533989563584328,3.8141205310821533
36.678,0.03533989563584328,3.8141205310821533
36.711,0.03533989563584328,3.8141205310821533
36.745,0.03533989563584328,3.8141205310821533
36.778,0.03533989563584328,3.8141205310821533
