t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.031000000000000028,33.39999999999999,-92.9,-0.6334340000000002,-1.1232592723337806e-17,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403218250829543,-0.03949249178777858,-0.23074486806,5.0,31.5230190026341,True,True
0.08000000000000002,33.39991506771505,-92.89993407129305,-0.6334358138745537,0.008334223708093119,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403218250829543,-0.03949249178777858,-0.23074486806,5.0,30.849438000586815,True,True
0.131,33.40000642155418,-92.90000449392704,-0.6334341034239872,4.136877048525059e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403222313327377,-0.039492382135059234,-0.23074475841,5.0,30.987876001745462,True,True
0.18,33.40000771604089,-92.90000544515414,-0.6334340582695688,4.0850998234945154e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403223074701518,-0.039492388363791875,-0.23074476463,5.0,30.23390499947709,True,True
0.23099999999999998,33.399983718735854,-92.89998770725516,-0.6334340618498511,0.0009476024877901131,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403213377894158,-0.03949233808599928,-0.23074471436,5.0,32.226205003098585,True,True
0.279,33.39998174689542,-92.89998624754044,-0.6334341322550988,0.000932591583548388,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403213053120249,-0.03949242993792801,-0.23074480621,5.0,29.68234299987671,True,True
0.32999999999999996,33.39997936712569,-92.89998448499827,-0.633434100550497,0.0009178026341892651,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403211168491128,-0.039492391237281765,-0.23074476751,5.0,30.13452900268021,True,True
0.382,33.39997340867915,-92.89998008209709,-0.6334341219988935,0.0008890179235419115,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.740320993369508,-0.03949236383998933,-0.23074474011,5.0,32.13496399985161,True,True
0.43000000000000005,33.399969844997145,-92.89997745139573,-0.6334341343847406,0.0008750137331920377,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403208516152564,-0.03949236978888537,-0.23074474606,5.0,30.987456000730162,True,True
0.48,33.3999615837618,-92.89997135701739,-0.6334341446315543,0.0008477595024909932,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403205120944366,-0.03949235483704561,-0.23074473111,5.0,30.53626200198778,True,True
0.531,33.39995689975244,-92.89996790343763,-0.6334341497316522,0.0008345007023362002,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403203152585921,-0.03949234715622474,-0.23074472343,5.0,31.764511000801576,True,True
