t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.03500000000000003,33.39999566050942,-92.89999666748118,-0.6334334859363075,0.003343028436129128,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403218250829543,-0.03949249178777858,-0.23074486806,5.0,35.82081499916967,True,True
0.08500000000000002,33.40000748595754,-92.90000529067257,-0.6334344537399785,8.58363725535817e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403217304425005,-0.03949300585147153,-0.23074538212,5.0,35.14937999898393,True,True
0.139,33.400012479050346,-92.90000894001187,-0.6334341724639123,8.353934319088751e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403224805870978,-0.03949258645617215,-0.23074496273,5.0,39.28208400066069,True,True
0.186,33.39999025733218,-92.89999251734693,-0.6334340929590903,0.0010065550428387466,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403226005928053,-0.03949231932386654,-0.23074469559,5.0,36.9848299997102,True,True
0.23500000000000004,33.39998867114703,-92.89999132763369,-0.6334341145386863,0.000967951949684472,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403216131951326,-0.039492398828688824,-0.2307447751,5.0,35.84573199987062,True,True
0.284,33.39998725153236,-92.89999027043059,-0.6334341123179447,0.0009525268994561812,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.740321556379801,-0.03949237724909249,-0.23074475352,5.0,34.45861900036107,True,True
0.334,33.399985412292935,-92.89998890658659,-0.6334341254429012,0.000937378833728277,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403214996040988,-0.039492379469834304,-0.23074475574,5.0,34.24906800137251,True,True
0.38400000000000006,33.39998050774791,-92.89998527721224,-0.6334341356254691,0.00090789624934422,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403213242675298,-0.03949236574480608,-0.23074474202,5.0,34.957340998516884,True,True
0.433,33.399977456836304,-92.89998302286035,-0.6334341392313626,0.0008935521789105966,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403212072394599,-0.03949235616230995,-0.23074473243,5.0,33.68068500094523,True,True
0.48700000000000004,33.399970193356154,-92.8999776612772,-0.6334341517060762,0.0008656355552995047,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403209166599913,-0.03949234517182898,-0.23074472144,5.0,37.25386299993261,True,True
0.534,33.39996599477401,-92.89997456420586,-0.6334341581474443,0.0008520541482214764,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403207436265867,-0.03949234008170288,-0.23074471635,5.0,34.612387000379385,True,True
0.5840000000000001,33.3999564978742,-92.89996756239942,-0.6334341699105803,0.0008256234951959437,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403203436643314,-0.03949232797480562,-0.23074470425,5.0,35.00347699991835,True,True
0.6360000000000001,33.39995121276815,-92.8999636673861,-0.6334341757712518,0.0008127657999855732,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403201174103732,-0.039492321877198755,-0.23074469815,5.0,36.549847000060254,True,True
0.6839999999999999,33.401364414714386,-92.90099867375297,-0.6334595431395486,0.10534872231134734,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403196139349407,-0.0394923100310276,-0.2307446863,5.0,34.64518699911423,True,True
