completion_percent,compute_budget_ms,compute_max_ms,compute_mean_ms,compute_p95_ms,controller,controller_failures,cte_mae_m,cte_max_abs_m,cte_p95_abs_m,cte_rmse_after_transient_m,cte_rmse_m,deadline_miss_percent,duration_s,heading_rmse_after_transient_deg,heading_rmse_deg,repeat,run_id,samples,scenario,speed_rmse_mps,steering_rate_rms_deg_s,steering_rms_deg,steering_total_variation_deg,summary_path,termination_reason
87.80246323916333,50.0,76.91958499344764,40.637239149165815,47.42560474733182,greybox_mpc,0,0.4739630347543887,1.687176701013524,0.836514909205512,0.5313499095101627,0.5421973533897395,3.8863351441704976,239.982,2.4697262709177847,2.6012627747092,1,20260728_211236_lateral_minus_0p5_r1,4786,lateral_minus_0p5,0.43890034763688834,56.17354440511357,3.7305922502662443,5220.156126855177,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/greybox_mpc/20260728_211236_lateral_minus_0p5_r1/summary.json,maximum run time reached
87.79082517215757,50.0,88.87712100113276,40.22525829210631,46.76070250206976,greybox_mpc,0,0.45243096971417845,1.7146482043413729,0.8490751422739926,0.5166067086050565,0.5285350973457076,3.531132469703301,239.977,1.5152597329166124,1.6789375000485125,1,20260728_211236_lateral_plus_0p5_r1,4786,lateral_plus_0p5,0.4467806699935092,58.80023997340414,3.1603788994821604,4739.291723242227,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/greybox_mpc/20260728_211236_lateral_plus_0p5_r1/summary.json,maximum run time reached
87.9303970345513,50.0,73.35020400205394,41.023063111963495,47.365190999698825,greybox_mpc,0,0.47110805017815527,1.6108147079222521,0.8337493323502617,0.5272004252271357,0.5356917055586353,3.865440869201839,239.986,1.613695276304675,1.6319170900026192,1,20260728_211236_nominal_r1,4786,nominal,0.4354480950054238,68.09656045556875,3.300710731113957,5981.804138422208,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/greybox_mpc/20260728_211236_nominal_r1/summary.json,maximum run time reached
88.1055585014284,50.0,82.17133000289323,40.50699481434901,45.98890024681168,greybox_mpc,0,0.4830680540733895,1.6108151243581343,0.8250592961152845,0.5340733885449196,0.542184958965712,1.7097581317764805,239.98399999999998,1.3024859672528883,1.3308207401115373,2,20260728_211236_nominal_r2,4796,nominal,0.43104178515646396,54.93601042829949,2.531507317072483,4867.695504859668,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/greybox_mpc/20260728_211236_nominal_r2/summary.json,maximum run time reached
87.69744044705897,50.0,75.31609400029993,40.04080350537329,46.48636899946723,greybox_mpc,0,0.43848878820141984,1.6108159693481894,0.801618690334226,0.5056131652713479,0.515143837024195,3.8276511190127587,239.964,1.4420087869009184,1.4910304432638244,3,20260728_211236_nominal_r3,4781,nominal,0.4422402687047562,63.774943934600046,3.2317931958935993,4887.892937475319,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/greybox_mpc/20260728_211236_nominal_r3/summary.json,maximum run time reached
88.07056805728153,50.0,76.65677600016352,40.93233679838229,46.26089120247343,greybox_mpc,0,0.48495979185856597,1.6270983036211735,0.8191782288778651,0.5346591830793815,0.5436542728070045,2.1076794657762936,239.97299999999998,1.248401053736523,1.417325910353969,1,20260728_211236_yaw_minus_5deg_r1,4792,yaw_minus_5deg,0.43313867104204856,46.021454166192534,2.5880518440960594,4648.373712477311,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/greybox_mpc/20260728_211236_yaw_minus_5deg_r1/summary.json,maximum run time reached
87.89558149668927,50.0,98.28137300064554,41.066486964003275,47.449507198325584,greybox_mpc,0,0.4710221630367914,1.6108118936143285,0.8036611285977969,0.524349561955444,0.5318603594568391,3.9104976997072356,239.968,1.711004968955832,1.7668418835097062,1,20260728_211236_yaw_plus_5deg_r1,4782,yaw_plus_5deg,0.4284915259453616,67.39901090994866,3.3091236641063024,6122.819611246333,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/greybox_mpc/20260728_211236_yaw_plus_5deg_r1/summary.json,maximum run time reached
84.90781084852405,50.0,66.24206800188404,31.958987508693372,40.94810300011886,kinematic_mpc,0,0.5513340842528616,1.6871518202395217,1.0014873987367563,0.6178080303979705,0.6264723019499682,0.666527806706936,240.003,10.377634154251242,10.312064038333517,1,20260728_211236_lateral_minus_0p5_r1,4801,lateral_minus_0p5,0.5068335325681174,74.9083568530816,9.957361974839893,8739.60401275599,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/kinematic_mpc/20260728_211236_lateral_minus_0p5_r1/summary.json,maximum run time reached
84.78163370448412,50.0,62.06704400392482,32.01274197167344,41.21755700180074,kinematic_mpc,0,0.5449296243698002,1.7138661747173736,1.0317989783243988,0.6191908055696045,0.6291824340282189,0.3957508852322432,239.999,10.757960810258723,10.677071132568551,1,20260728_211236_lateral_plus_0p5_r1,4801,lateral_plus_0p5,0.5186152977943665,86.63179257940223,10.037359757439708,9476.050519913613,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/kinematic_mpc/20260728_211236_lateral_plus_0p5_r1/summary.json,maximum run time reached
84.57391924517808,50.0,58.57855700014625,31.9774406117928,41.40178099623881,kinematic_mpc,0,0.5637577956320665,1.6108049989566167,1.060992563331723,0.6398070847364804,0.644154332931371,0.6040408248281608,240.005,10.252001919203613,10.17346548958948,1,20260728_211236_nominal_r1,4801,nominal,0.52660431746701,82.82624819616069,9.627872388653032,9061.549285096895,/home/dev/code/polarquest/ws/src/polaris_system_id/src/analysis/data/controller_comparison_batches/20260728_211236/kinematic_mpc/20260728_211236_nominal_r1/summary.json,maximum run time reached
