t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.035999999999999976,33.07,-93.276,-0.7207000000000001,8.094296952122103e-18,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129090084170682,0.04777350821222104,0.013986486569,5.0,36.0129840009904,True,True
0.08400000000000002,33.06993855721671,-93.27594264760114,-0.7207015109855144,0.012157613552797365,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129090084170682,0.04777350821222104,0.013005200064,5.0,34.2910759991355,True,True
0.135,33.07000630695232,-93.27600531585222,-0.7207001993840506,8.624589110210984e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.2413037303762018,0.047775019197735524,0.012184362369,5.0,35.888241000066046,True,True
0.184,33.0700109757884,-93.27600940233502,-0.7207000832763009,8.391847832945842e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24128968686384064,0.04777356493138818,0.011572093138,5.0,34.59025499978452,True,True
0.23299999999999998,33.06999079028682,-93.27599157457419,-0.7207001468852625,0.0010998272186621095,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24128930858898032,0.047773591488522005,0.011053185605,5.0,33.515838000312215,True,True
0.28200000000000003,33.069989783626895,-93.27599065319114,-0.7207001301067634,0.0009725420178710374,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129273359676146,0.0477735758634501,0.010631246723,5.0,32.75480500087724,True,True
0.33199999999999996,33.069988577902826,-93.27598957818512,-0.7207001018709468,0.0009570347464666533,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129287550671413,0.047773638318984624,0.010292273607,5.0,32.14159799972549,True,True
0.384,33.06998499429775,-93.27598640163549,-0.7207001223679466,0.0009268506809224457,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.2412933578242743,0.04777363610360297,0.010018216779,5.0,34.36347100068815,True,True
0.43400000000000005,33.06998263116372,-93.27598431153908,-0.7207001346917042,0.0009121649403342313,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129369391618033,0.04777363058016748,0.0097966249335,5.0,34.63941700101714,True,True
0.48,33.06997679648592,-93.2759791574742,-0.720700144943134,0.0008835828593709212,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129454982022508,0.0477736453900941,0.009617555445,5.0,30.90589000021282,True,True
0.531,33.069973338137075,-93.27597610527812,-0.7207001499555926,0.0008696773508985397,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129506775780174,0.04777365315535498,0.0094727481482,5.0,31.97343399915553,True,True
0.582,33.06996537177313,-93.27596907897774,-0.7207001620872711,0.0008426152366031599,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129627837924456,0.04777366457280818,0.0093557425643,5.0,32.59628899832023,True,True
0.633,33.06996086453744,-93.27596512878868,-0.7207002908833652,0.0008294138097368828,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129696899634204,0.0477736702994922,0.0092611092191,5.0,33.95564899983583,True,True
0.683,33.06995088964631,-93.27595632320809,-0.7207002521821022,0.000803893433752083,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129851637324534,0.0477735621513542,0.0091845344613,5.0,33.49208299914608,True,True
0.733,33.07103198659118,-93.27690592966779,-0.72069503477552,0.094752326644292,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129936396453291,0.04777376039432335,0.0091229265858,5.0,33.69364900026994,True,True
0.784,33.08107446325932,-93.28572570971407,-0.7206300383408042,0.29898517363976207,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.2405990090707824,0.047747567011766634,0.0084440126528,5.0,34.37471200049913,True,True
0.833,33.08996214484381,-93.29353020573967,-0.7205617391908481,0.39835371291458255,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.23993281905695557,0.04770354655302533,0.008080008604,5.0,33.16288699897996,True,True
0.8820000000000001,33.101366402821256,-93.30354292359415,-0.7204698370572175,0.49593724376717274,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.23933934381213026,0.047635247403069236,0.0077123788219,5.0,32.33025100053055,True,True
0.9319999999999999,33.13154712775412,-93.33003214852087,-0.7202322440981583,0.6858733395098959,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.23771615918845013,0.04743233908853606,0.0068808311684,5.0,32.996717000060016,True,True
0.9810000000000001,33.1502368810708,-93.34642972427795,-0.7200936362098815,0.7782841013643658,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.23667302443907293,0.04730575231037948,0.006514424993,5.0,32.004253000195604,True,True
1.033,33.19367895313631,-93.38436623494248,-0.7196799989914522,0.9130359807963286,33.052184000000004,-93.569346,5.0,9048,0.9331683168316832,0.23667318734817352,0.05063638663667991,0.011302742323,5.0,34.49396500036528,True,True
1.083,33.218264786542946,-93.40592195007584,-0.7198448147413294,1.0233351719924122,33.052184000000004,-93.569346,5.0,9048,0.9331683168316832,0.23289125196920035,0.05044296787997116,0.01054197508,5.0,33.38104599970393,True,True
1.131,33.273943796632594,-93.4548745362635,-0.719052205009884,1.1636061029638243,33.052184000000004,-93.569346,5.0,9048,0.9331683168316832,0.2289064252918007,0.05050440659839106,0.0099237157425,5.0,31.883505998848705,True,True
1.181,33.30455590091204,-93.48161911406292,-0.7191296474142689,1.2355413330000986,33.169982,-93.661958,5.0,9049,0.9332714521452146,0.2317145142458316,0.053577681436273394,0.014293624335,5.0,31.292562000089674,True,True
1.2309999999999999,33.37051878526607,-93.53924955005472,-0.7182849182563188,1.3618288219471095,33.169982,-93.661958,5.0,9049,0.9332714521452146,0.22260144942060991,0.05338837060037216,0.013295263923,5.0,32.187896000323235,True,True
1.28,33.40594936226796,-93.57016559246908,-0.7170793198620949,1.428945707567601,33.288132,-93.754545,5.0,9050,0.9333745874587459,0.23052052653422397,0.0534564443743939,0.017412680478,5.0,31.308761999753187,True,True
1.333,33.483037810979425,-93.63723306641717,-0.7150008199306372,1.5804460422854065,33.288132,-93.754545,5.0,9050,0.9333745874587459,0.21522776345701924,0.05118814779135894,0.013852447418,5.0,33.538960000441875,True,True
1.3820000000000001,33.52465910490222,-93.67333215145997,-0.7139802334857055,1.6587826289007404,33.406313,-93.847211,5.0,9051,0.9334777227722773,0.22355632223568672,0.05095408718293637,0.017499653993,5.0,32.379354001022875,True,True
1.4340000000000002,33.6136553722944,-93.75030796838907,-0.7122927800045507,1.802894279528032,33.406313,-93.847211,5.0,9051,0.9334777227722773,0.20697843654816958,0.04904806423110397,0.014509074981,5.0,34.80692000084673,True,True
1.482,33.66094109581876,-93.7911094233243,-0.7115619371493548,1.8726282170870407,33.524688,-93.939676,5.0,9052,0.9335808580858086,0.20922582232882525,0.04997713291216055,0.018439130507,5.0,33.03582999978971,True,True
1.533,33.76088487002311,-93.8771758585307,-0.7103386229409938,2.007537684590399,33.643235,-94.031968,5.0,9053,0.9336839933993399,0.20949307647594487,0.0501321576980267,0.021319081641,5.0,34.010782999757794,True,True
1.583,33.81346573637773,-93.9223740199325,-0.7097454400894566,2.0728001968542555,33.643235,-94.031968,5.0,9053,0.9336839933993399,0.19442761886395635,0.04954203514410027,0.019955400289,5.0,33.28794099979859,True,True
1.633,33.92367155695344,-94.01692833365668,-0.7084543912664626,2.1990970106293686,33.761978000000006,-94.12414100000001,5.0,9054,0.9337871287128713,0.1877849139621195,0.050591736840722046,0.023270847388,5.0,34.2096730000776,True,True
1.683,33.98123240993802,-94.06621537232988,-0.7077694863792333,2.2602012498583806,33.761978000000006,-94.12414100000001,5.0,9054,0.9337871287128713,0.18364560839887975,0.049926132094510134,0.021925993315,5.0,33.70893799910846,True,True
1.734,34.040390347717036,-94.11679605137863,-0.7070039883268108,2.3199647395653225,33.880936,-94.215889,5.0,9055,0.9338902640264026,0.18017093180197452,0.05303012855995881,0.025699783499,5.0,34.70328600087669,True,True
1.7850000000000001,34.1633866104743,-94.2216964345638,-0.7053126875584781,2.4356692189436973,34.000335,-94.30713,5.0,9056,0.933993399339934,0.17128439570811815,0.055297425955147084,0.028558591429,5.0,35.47485799936112,True,True
1.8330000000000002,34.22721111400683,-94.27594753163389,-0.7043711051633028,2.507031854251718,34.120124,-94.398051,5.0,9057,0.9340965346534653,0.18158355160983528,0.05692369536740083,0.031453616089,5.0,33.82302099998924,True,True
