t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.0,33.4,-92.9,-0.7207000000000001,2.7372424992627278e-17,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403218250829543,0.04777350821222104,0.20943951023931956,5.0,0.08895600149116945,True,True
0.04999999999999999,33.39997726614909,-92.89997864556007,-0.720700301194917,0.008373737203481292,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.740324377697294,0.047773809407138046,0.4188790204786391,5.0,0.09356500049761962,True,True
0.10000000000000003,33.40000900263292,-92.9000076674869,-0.7206999613881312,8.502886254609019e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403214315254608,0.047773469600352225,0.6108652381980153,5.0,0.09707100070954766,True,True
0.15000000000000002,33.40001131431742,-92.90000969843288,-0.7207001370882762,8.372866793329004e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403212818786307,0.047773645300497325,0.6108652381980153,5.0,0.10834299973794259,True,True
0.2,33.39999049796834,-92.89999129088898,-0.7207000849125176,0.0009860269544994553,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403227226939084,0.0477735931247385,0.6108652381980153,5.0,0.09496799975750037,True,True
0.25000000000000006,33.3999896311387,-92.89999051705456,-0.7207001228786759,0.000970243927029639,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403227884131166,0.04777363109089716,0.6108652381980153,5.0,0.09057900024345145,True,True
0.3,33.399986710773405,-92.8999879221188,-0.7207001270295236,0.0009395891854506908,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.740323000333543,0.04777363524174483,0.6108652381980153,5.0,0.09520800085738301,True,True
0.35000000000000003,33.39998467038156,-92.89998611494849,-0.7207001239577268,0.0009246742504893969,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403231438189585,0.04777363216994779,0.6108652381980153,5.0,0.0959190001594834,True,True
0.39999999999999997,33.399979463257964,-92.89998151220738,-0.7207001381063769,0.0008956452069479013,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403235028011619,0.04777364631859804,0.6108652381980153,5.0,0.11266100045759231,True,True
0.45,33.39997631022805,-92.89997872823403,-0.720700145840303,0.0008815220110979778,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.740323717755558,0.047773654052523984,0.6108652381980153,5.0,0.0819630004116334,True,True
0.5,33.39996909217818,-92.89997204749574,-0.7207016811902082,0.0008538676481426321,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.7403244504826405,0.04777518940242942,0.6108652381980153,5.0,0.09046899867826141,True,True
