t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,path_dist_m,path_remaining_m,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.04899999999999999,33.4,-92.9,-0.7207000000000001,2.4960642015957862e-17,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610748147816102,0.0015573461991253978,0.0023190435495,5.0,49.16758699982893,True,True
0.09799999999999998,33.39991485638478,-92.89992144834645,-0.7207018470570559,0.003799424317157285,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610748147816102,0.0015573461991253978,0.0023190435495,5.0,48.497783005586825,True,True
0.14900000000000002,33.400005704701215,-92.9000047935746,-0.7207000600765916,9.295405081566444e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6108639532324616,0.0015591932561811461,0.0023208906066,5.0,50.00447500788141,True,True
0.19999999999999996,33.4000106281676,-92.90000909738663,-0.7207000447853895,9.011920766032665e-05,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107406980845036,0.0015574062757170992,0.0023191036261,5.0,50.06005900213495,True,True
0.248,33.39999051500985,-92.89999134393527,-0.720700156608477,0.0011306768383626546,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107341587211903,0.001557390984515017,0.0023190883349,5.0,47.354701993754134,True,True
0.29899999999999993,33.39999080990835,-92.89999156833183,-0.7207000589219416,0.0009956943390468402,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610760986205329,0.0015575028076022512,0.002319200158,5.0,49.19037000217941,True,True
0.349,33.39998917091556,-92.8999901003785,-0.72070009982278,0.0009642220167188011,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107606165196424,0.001557405121066946,0.0023191024715,5.0,49.58794500271324,True,True
0.399,33.39998775360548,-92.89998884143372,-0.7207001279040071,0.0009488627989442974,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.6107628166553534,0.0015574460219056618,0.0023191433723,5.0,49.464504001662135,True,True
0.44899999999999995,33.39998376019865,-92.8999853044589,-0.720700134131483,0.0009189689492880915,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610764712318446,0.0015574741031323391,0.0023191714535,5.0,49.60934500559233,True,True
0.499,33.39998119763161,-92.89998303900242,-0.7207001367275089,0.0009044245611274912,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610770046794747,0.0015574803306082075,0.002319177681,5.0,49.6208770055091,True,True
0.5509999999999999,33.399974974540605,-92.89997754383681,-0.7207001494907533,0.0008761176952134449,34.611618,-93.961363,5.0,0,0.0,0.0,1307.2218692805643,1.610773467145746,0.0015574829266342682,0.002319180277,5.0,51.63005000213161,True,True
