t,x,y,yaw,speed_measured,x_ref,y_ref,speed_ref,path_index,progress,cte,heading_error,steering_cmd,speed_cmd,compute_time_ms,did_compute,controller_success
0.04099999999999998,33.07,-93.276,-0.7207000000000001,8.572288568828375e-18,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129090084170682,0.04777350821222104,-0.14347886806,5.0,41.0865650010237,True,True
0.08000000000000002,33.06992307508707,-93.2759303651238,-0.7207012508949455,-0.024664062242630083,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129090084170682,0.04777350821222104,-0.14347886806,5.0,30.24465400085319,True,True
0.128,33.0700058608063,-93.27600495243735,-0.7206999024352475,0.00010072024894172701,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129010686348115,0.04777341064746832,-0.14347896562,5.0,28.283650997764198,True,True
0.178,33.070010569036576,-93.27600904570527,-0.7207000058847655,8.414690426627428e-05,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24128975202473277,0.04777371217519111,-0.1434786641,5.0,28.11413400195306,True,True
0.22799999999999998,33.06999005591061,-93.27599095417423,-0.720700159979372,0.0010803211754445716,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24128937434870593,0.0477735140969866,-0.14347886217,5.0,28.26600800108281,True,True
0.278,33.06998995531975,-93.2759908063944,-0.7207001345915005,0.0009753077245844119,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129271491724513,0.04777356131808208,-0.14347881495,5.0,28.57159999985015,True,True
0.32699999999999996,33.06998881945061,-93.27598979307653,-0.7207000989035589,0.0009597509964941753,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129284551842348,0.04777364280372165,-0.14347873347,5.0,27.176157000212697,True,True
0.378,33.06998537217228,-93.27598673618456,-0.7207001214673218,0.0009294700736317758,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129330513092254,0.04777363545715918,-0.14347874081,5.0,28.184044000227004,True,True
0.43000000000000005,33.06998307540112,-93.27598470426712,-0.7207001333580577,0.0009147371814030778,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129363007841162,0.04777362967954257,-0.14347874659,5.0,30.812967001111247,True,True
0.478,33.06997736976536,-93.27597966356743,-0.720700143691552,0.0008860631748731159,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129446455668235,0.047773644607671084,-0.14347873166,5.0,28.764520997356158,True,True
0.528,33.06997397419232,-93.27597666653021,-0.7207001490483681,0.0008721128925324724,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129497207864609,0.04777365190377303,-0.14347872437,5.0,28.911085999425268,True,True
0.578,33.0699661300231,-93.27596974755001,-0.7207001610948298,0.0008449635595068754,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129616234894338,0.0477736634321273,-0.14347871284,5.0,28.245079000043916,True,True
0.629,33.069961694069114,-93.27596583671732,-0.7207001670470785,0.0008317558493366769,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129684305619353,0.04777366930705096,-0.14347870696,5.0,29.212150002422277,True,True
0.678,33.069951825202,-93.27595713943306,-0.7207001789326082,0.0008060532387780181,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129837067707216,0.04777368121920489,-0.14347869505,5.0,28.159217999927932,True,True
0.729,33.07111194841662,-93.27697392156817,-0.7207155281920815,0.09832422139476737,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24129921565556925,0.047773687144829324,-0.14347868913,5.0,29.979696999362204,True,True
0.778,33.07492653500911,-93.28032400885407,-0.7207691418237856,0.2018564732893159,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.24057827291465736,0.04784265003600652,-0.14340972623,5.0,28.314718998444732,True,True
0.827,33.09036330701936,-93.29388990320301,-0.721325222125159,0.40317626456185074,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.23991014026999233,0.04802741792422305,-0.14322495835,5.0,27.748679000069387,True,True
0.8780000000000001,33.101882456001285,-93.3040256394248,-0.7219516521738346,0.5009449296900258,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.23854987080633788,0.049025160386055866,-0.14222721588,5.0,28.307495998888044,True,True
0.9299999999999999,33.13224848586052,-93.33081997975943,-0.72417751613767,0.6907933025856958,32.934173,-93.47543,5.0,9047,0.9330651815181518,0.2376147964454208,0.04996288183967401,-0.14128949443,5.0,30.841169998893747,True,True
0.9770000000000001,33.150981581818186,-93.34741612432677,-0.7258325129507849,0.7829880268256161,33.052184000000004,-93.569346,5.0,9048,0.9331683168316832,0.24292762685510652,0.05659548183930374,-0.13448138905,5.0,27.96561599825509,True,True
1.028,33.19408995260972,-93.38557136694502,-0.7297713445184606,0.9132338274370342,33.052184000000004,-93.569346,5.0,9048,0.9331683168316832,0.2360458880683536,0.0584191602388584,-0.13265771065,5.0,28.450152996811084,True,True
1.078,33.218578492116656,-93.40759527118749,-0.7326036525764275,1.0234764235003573,33.052184000000004,-93.569346,5.0,9048,0.9331683168316832,0.23218616483452337,0.06053431340697957,-0.13054255748,5.0,28.13669600072899,True,True
1.13,33.273908654048924,-93.45785043851383,-0.7379204310222127,1.174120586024332,33.052184000000004,-93.569346,5.0,9048,0.9331683168316832,0.22730168011691915,0.06608020360993372,-0.12499666728,5.0,30.55133799716714,True,True
1.179,33.30433070995024,-93.4854198846194,-0.7410998368718059,1.246310912539029,33.169982,-93.661958,5.0,9049,0.9332714521452146,0.22904289134927375,0.07244590744860213,-0.11990807141,5.0,29.48213499985286,True,True
1.2309999999999999,33.368750488836234,-93.54477320860856,-0.7478490462295234,1.3550609679831664,33.169982,-93.661958,5.0,9049,0.9332714521452146,0.21855522728404278,0.07904437866531255,-0.11330960019,5.0,31.590943999617593,True,True
1.2770000000000001,33.40363398388952,-93.57719304190648,-0.7506259160960046,1.4371443657662257,33.288132,-93.754545,5.0,9050,0.9333745874587459,0.22472993838340502,0.08302057234759852,-0.10890175288,5.0,27.899731998331845,True,True
1.33,33.47883867035546,-93.64774694377742,-0.7574405053630996,1.593105200779688,33.288132,-93.754545,5.0,9050,0.9333745874587459,0.2065105474022866,0.08910080826914646,-0.10282151696,5.0,30.67212399764685,True,True
1.38,33.51901037086791,-93.6858613664799,-0.7607828350837819,1.6654201126000334,33.406313,-93.847211,5.0,9051,0.9334777227722773,0.21224015309378655,0.09339377261539861,-0.099305301284,5.0,30.584759999328526,True,True
1.427,33.60422311470634,-93.7675240850543,-0.7675412165341987,1.8058171078464398,33.406313,-93.847211,5.0,9051,0.9334777227722773,0.19079752451964208,0.10000883824138862,-0.092690235658,5.0,27.915181002754252,True,True
1.4809999999999999,33.649151487247266,-93.81103390095328,-0.771126504674481,1.87411529362149,33.524688,-93.939676,5.0,9052,0.9335808580858086,0.189636800992907,0.10522556944180828,-0.089042130141,5.0,31.605299998773262,True,True
1.528,33.74342394951199,-93.9033166656474,-0.7783067495148157,2.0060457784527634,33.643235,-94.031968,5.0,9053,0.9336839933993399,0.1832913155094298,0.1138940234427337,-0.081165422186,5.0,28.97791000214056,True,True
